,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,bscwweasel.csv,retromenu.csv,capcode.csv,freenet.csv,boost-sandbox.csv,onotoa.csv,dspace-gsoc.csv,powerfolder.csv,megameknet.csv,ondex.csv,emite.csv,geogebra.csv,tweetsharp.csv,xamj.csv
boost-sandbox.csv,0.45,0.11,0.31,0.5,0.58,0.49,0.47,0.55,0.62,0.48,0.55,0.76,0.43,0.59,0.51,0.46,0.5,0.56
bscwweasel.csv,0.61,0.04,0.65,0.3,0.68,0.62,0.46,0.55,0.45,0.33,0.38,0.81,0.38,0.46,0.22,0.48,0.28,0.5
capcode.csv,0.43,0.04,0.6,0.18,0.61,0.42,0.75,0.59,0.41,0.48,0.44,0.41,0.66,0.41,0.42,0.42,0.64,0.61
dspace-gsoc.csv,0.61,0.13,0.51,0.72,0.52,0.31,0.0,0.31,0.53,0.44,0.67,0.33,0.58,0.62,0.21,0.56,0.56,0.29
emite.csv,0.28,0.58,0.11,0.07,0.06,0.12,0.0,0.36,0.1,0.34,0.31,0.0,0.04,0.28,0.61,0.04,0.0,0.26
fbmanager.csv,0.46,0.52,0.36,0.68,0.29,0.6,0.57,0.24,0.14,0.24,0.44,0.75,0.51,0.34,0.04,0.13,0.46,0.46
freenet.csv,0.46,0.36,0.0,0.4,0.21,0.7,0.3,0.71,0.41,0.57,0.45,0.24,0.68,0.17,0.51,0.52,0.53,0.56
geogebra.csv,0.64,0.04,0.45,0.63,0.44,0.62,0.58,0.63,0.38,0.48,0.6,0.55,0.59,0.47,0.07,0.69,0.49,0.71
megameknet.csv,0.6,0.17,0.62,0.75,0.49,0.58,0.48,0.65,0.49,0.32,0.59,0.74,0.71,0.51,0.16,0.68,0.57,0.68
ondex.csv,0.51,0.02,0.36,0.3,0.54,0.36,0.46,0.58,0.39,0.54,0.35,0.34,0.43,0.58,0.32,0.47,0.55,0.65
onotoa.csv,0.56,0.12,0.35,0.18,0.27,0.36,0.45,0.4,0.5,0.65,0.35,0.19,0.43,0.39,0.3,0.17,0.56,0.37
paintown.csv,0.73,0.0,0.62,0.58,0.05,0.32,0.0,0.63,0.53,0.48,0.69,0.36,0.21,0.27,0.48,0.3,0.47,0.09
powerfolder.csv,0.49,0.51,0.23,0.59,0.53,0.77,0.27,0.33,0.3,0.5,0.38,0.98,0.53,0.28,0.07,0.42,0.57,0.32
retromenu.csv,0.0,0.17,0.15,0.43,0.29,0.81,0.28,0.44,0.43,0.09,0.0,0.24,0.4,0.47,0.33,0.56,0.35,0.48
smbopensoft.csv,0.31,0.79,0.41,0.21,0.49,0.49,0.2,0.41,0.61,0.57,0.64,0.51,0.57,0.48,0.64,0.51,0.26,0.56
triplea.csv,0.59,0.51,0.71,0.61,0.35,0.42,0.49,0.42,0.53,0.62,0.52,0.57,0.59,0.7,0.52,0.67,0.29,0.55
tweetsharp.csv,0.44,0.4,0.24,0.11,0.51,0.39,0.29,0.35,0.58,0.36,0.48,0.21,0.39,0.5,0.48,0.36,0.74,0.41
xamj.csv,0.64,0.41,0.29,0.66,0.63,0.61,0.54,0.4,0.49,0.52,0.59,0.8,0.46,0.18,0.43,0.55,0.53,0.7
