,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,0.78,1.0,0.6,0.95,0.83,0.64,0.74,0.65,0.71,0.83,0.72,0.77,0.46,0.36,0.49,0.58,0.67,0.85,0.78,0.82
decidr.csv,0.61,0.8,0.75,0.78,0.78,0.92,0.8,1.0,0.8,1.0,0.72,0.93,1.0,0.93,0.9,0.88,0.87,0.92,0.58,0.95
elmo.csv,0.11,0.6,0.04,0.14,0.17,0.28,0.11,0.0,0.15,0.03,0.1,0.04,0.04,0.0,0.0,0.12,0.04,0.0,0.2,0.04
gpac.csv,0.03,1.0,1.0,0.75,1.0,0.88,0.93,1.0,0.44,0.94,0.98,0.68,0.99,1.0,0.99,0.97,1.0,1.0,0.49,0.78
img-browse-sort.csv,0.73,0.8,0.63,0.62,0.74,0.64,0.67,0.77,0.71,0.69,0.59,0.8,0.7,0.71,0.78,0.61,0.92,0.69,0.33,0.5
jajuk.csv,0.89,0.4,0.79,0.79,0.87,0.76,0.54,0.84,0.75,0.61,0.94,0.84,0.84,1.0,0.64,0.73,0.6,0.77,0.98,0.59
ktc.csv,0.77,0.4,0.67,0.7,0.61,0.6,0.17,0.64,0.56,0.36,0.49,0.59,0.49,0.43,0.25,0.55,0.58,0.92,0.56,0.4
nativeclient.csv,0.84,0.4,0.72,0.8,0.65,0.68,0.5,0.66,0.67,0.44,0.73,0.64,0.46,0.5,0.6,0.82,0.9,1.0,0.82,0.66
neoengine.csv,0.43,1.0,0.65,0.7,0.74,0.84,0.41,0.91,0.35,0.61,0.71,1.0,0.79,0.71,0.06,0.76,0.6,0.85,0.4,0.88
nicepress.csv,0.64,1.0,0.94,0.76,0.78,0.44,0.46,0.95,0.73,0.67,0.8,0.91,0.94,0.36,0.61,0.42,0.81,0.54,0.67,0.72
omseek.csv,0.37,0.0,0.24,0.38,0.39,0.44,0.02,0.36,0.32,0.11,0.15,0.02,0.11,0.29,0.19,0.64,0.58,0.54,0.4,0.22
rosegarden.csv,0.84,0.6,0.93,0.81,0.74,0.76,0.41,0.49,0.7,0.67,0.74,0.64,0.35,0.36,0.43,0.88,0.92,0.92,0.82,0.67
sigil.csv,0.6,0.4,0.48,0.51,0.7,0.32,0.37,0.2,0.45,0.31,0.41,0.07,0.08,0.93,0.57,0.42,0.81,0.46,0.36,0.15
smarttag.csv,0.8,0.2,0.35,0.33,0.74,0.56,0.5,0.01,0.61,0.61,0.35,0.21,0.02,0.71,0.7,0.7,0.42,0.15,0.51,0.09
sylpheed-claws.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.53,0.97,1.0,0.94,0.8,0.72,0.93,1.0,1.0,1.0,0.92,0.91,1.0
tango-cs.csv,0.57,0.2,0.51,0.53,0.78,0.68,0.26,0.56,0.44,0.64,0.48,0.61,0.55,0.57,0.55,0.79,0.62,0.69,0.51,0.76
vapor.csv,0.0,1.0,0.64,0.89,1.0,0.64,0.96,0.55,0.0,1.0,0.65,0.0,0.0,0.93,1.0,0.82,1.0,0.92,0.0,0.22
xemeiah.csv,0.55,0.2,0.83,0.75,0.48,0.44,0.28,0.65,0.55,0.81,0.85,0.54,0.82,0.86,0.76,0.3,0.67,0.85,0.78,0.14
zorannt.csv,0.41,0.4,0.21,0.5,0.65,0.4,0.43,0.82,0.18,0.22,0.4,0.48,0.88,0.71,0.39,0.55,0.46,0.85,0.76,0.94
zscreen.csv,0.77,0.2,0.88,0.88,0.78,0.76,0.72,0.13,0.78,0.86,0.77,0.21,0.18,0.79,0.87,0.7,0.87,0.77,0.71,0.32
