,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,0.57,0.16,0.56,0.66,0.37,0.36,0.72,0.71,0.5,0.51,0.69,0.66,0.53,0.23,0.57,0.26,0.71,0.51,0.51,0.71
decidr.csv,0.53,0.18,0.58,0.63,0.28,0.43,0.7,0.8,0.41,0.52,0.76,0.69,0.67,0.43,0.66,0.24,0.74,0.39,0.48,0.73
elmo.csv,0.17,0.2,0.07,0.22,0.27,0.27,0.19,0.0,0.23,0.05,0.17,0.07,0.07,0.0,0.0,0.17,0.07,0.0,0.28,0.07
gpac.csv,0.05,0.14,0.55,0.59,0.27,0.39,0.77,0.8,0.37,0.54,0.71,0.69,0.65,0.42,0.63,0.26,0.74,0.43,0.46,0.69
img-browse-sort.csv,0.66,0.18,0.57,0.65,0.36,0.39,0.75,0.74,0.51,0.55,0.61,0.69,0.63,0.36,0.65,0.31,0.82,0.62,0.33,0.61
jajuk.csv,0.64,0.12,0.56,0.79,0.34,0.44,0.6,0.78,0.51,0.54,0.71,0.65,0.68,0.42,0.62,0.26,0.7,0.49,0.56,0.65
ktc.csv,0.73,0.17,0.62,0.72,0.38,0.46,0.29,0.68,0.56,0.46,0.58,0.58,0.55,0.36,0.37,0.28,0.7,0.45,0.49,0.53
nativeclient.csv,0.68,0.12,0.62,0.73,0.32,0.45,0.65,0.69,0.56,0.48,0.66,0.61,0.52,0.32,0.58,0.26,0.82,0.46,0.51,0.71
neoengine.csv,0.51,0.14,0.6,0.7,0.35,0.43,0.54,0.8,0.38,0.54,0.7,0.72,0.66,0.47,0.11,0.25,0.68,0.49,0.4,0.72
nicepress.csv,0.58,0.16,0.55,0.61,0.35,0.36,0.55,0.8,0.55,0.66,0.7,0.68,0.64,0.28,0.66,0.28,0.71,0.36,0.52,0.67
omseek.csv,0.52,0.0,0.36,0.52,0.5,0.45,0.04,0.48,0.46,0.17,0.24,0.03,0.19,0.28,0.3,0.38,0.7,0.39,0.4,0.34
rosegarden.csv,0.71,0.15,0.57,0.69,0.32,0.44,0.56,0.59,0.62,0.55,0.63,0.67,0.45,0.37,0.5,0.28,0.8,0.5,0.52,0.65
sigil.csv,0.65,0.2,0.55,0.62,0.4,0.32,0.52,0.33,0.5,0.35,0.51,0.13,0.15,0.48,0.59,0.29,0.82,0.43,0.35,0.25
smarttag.csv,0.67,0.14,0.45,0.46,0.28,0.42,0.6,0.02,0.51,0.56,0.46,0.33,0.04,0.54,0.63,0.26,0.59,0.21,0.44,0.16
sylpheed-claws.csv,0.58,0.13,0.55,0.64,0.25,0.41,0.76,0.62,0.44,0.51,0.72,0.71,0.71,0.4,0.63,0.2,0.74,0.39,0.59,0.74
tango-cs.csv,0.62,0.13,0.58,0.61,0.41,0.51,0.4,0.63,0.51,0.61,0.59,0.61,0.6,0.33,0.58,0.3,0.69,0.41,0.48,0.68
vapor.csv,0.0,0.14,0.63,0.65,0.25,0.52,0.79,0.64,0.0,0.51,0.65,0.0,0.0,0.39,0.64,0.24,0.74,0.38,0.0,0.34
xemeiah.csv,0.59,0.18,0.56,0.57,0.41,0.37,0.43,0.68,0.47,0.57,0.69,0.55,0.63,0.41,0.71,0.23,0.71,0.4,0.54,0.24
zorannt.csv,0.45,0.13,0.33,0.55,0.5,0.31,0.56,0.75,0.25,0.31,0.48,0.52,0.68,0.37,0.43,0.24,0.62,0.56,0.49,0.74
zscreen.csv,0.63,0.14,0.59,0.63,0.22,0.5,0.8,0.23,0.46,0.54,0.65,0.33,0.3,0.39,0.65,0.25,0.79,0.37,0.51,0.44
