,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,0.39,0.51,0.44,0.38,0.42,0.43,0.43,0.43,0.48,0.43,0.41,0.39,0.5,0.52,0.61,0.58,0.53,0.43,0.34,0.55
decidr.csv,0.48,0.33,0.37,0.38,0.51,0.41,0.37,0.39,0.42,0.42,0.41,0.31,0.42,0.4,0.48,0.43,0.43,0.29,0.43,0.49
elmo.csv,0.97,0.56,0.75,0.96,0.86,0.73,0.88,0.0,0.97,0.67,0.98,0.8,0.86,0.0,0.8,0.93,0.75,0.5,0.85,0.93
gpac.csv,0.88,0.52,0.44,0.44,0.49,0.42,0.41,0.4,0.77,0.46,0.35,0.5,0.44,0.38,0.44,0.48,0.44,0.31,0.57,0.55
img-browse-sort.csv,0.45,0.46,0.58,0.48,0.56,0.45,0.46,0.41,0.56,0.55,0.42,0.38,0.51,0.41,0.5,0.61,0.48,0.62,0.51,0.72
jajuk.csv,0.34,0.34,0.36,0.38,0.37,0.34,0.38,0.3,0.4,0.37,0.35,0.31,0.33,0.38,0.36,0.38,0.38,0.39,0.35,0.4
ktc.csv,0.4,0.44,0.41,0.4,0.48,0.42,0.9,0.32,0.53,0.62,0.48,0.37,0.4,0.47,0.72,0.51,0.41,0.3,0.37,0.5
nativeclient.csv,0.37,0.39,0.49,0.39,0.53,0.39,0.48,0.38,0.51,0.55,0.4,0.4,0.45,0.47,0.51,0.49,0.45,0.3,0.35,0.56
neoengine.csv,0.66,0.51,0.45,0.4,0.47,0.4,0.6,0.37,0.78,0.5,0.41,0.32,0.36,0.45,0.86,0.47,0.46,0.41,0.48,0.5
nicepress.csv,0.45,0.53,0.44,0.43,0.46,0.53,0.55,0.39,0.47,0.57,0.38,0.34,0.44,0.68,0.46,0.73,0.48,0.5,0.41,0.52
omseek.csv,0.8,0.0,0.95,0.69,0.92,0.58,0.0,0.5,0.98,0.91,0.99,0.5,0.93,0.53,0.95,0.67,0.5,0.43,0.46,0.85
rosegarden.csv,0.39,0.39,0.44,0.39,0.51,0.4,0.59,0.44,0.54,0.48,0.38,0.46,0.56,0.69,0.62,0.48,0.46,0.37,0.35,0.57
sigil.csv,0.51,0.53,0.53,0.52,0.57,0.64,0.63,0.87,0.73,0.62,0.57,0.83,0.92,0.38,0.59,0.69,0.43,0.67,0.54,0.96
smarttag.csv,0.41,0.78,0.67,0.81,0.49,0.46,0.55,0.0,0.54,0.51,0.71,0.94,0.5,0.48,0.49,0.51,0.48,0.83,0.51,0.93
sylpheed-claws.csv,0.37,0.5,0.44,0.38,0.5,0.41,0.38,0.46,0.4,0.42,0.35,0.35,0.44,0.39,0.44,0.43,0.44,0.29,0.34,0.49
tango-cs.csv,0.55,0.8,0.52,0.52,0.48,0.43,0.79,0.36,0.77,0.46,0.52,0.38,0.43,0.51,0.44,0.49,0.44,0.35,0.44,0.5
vapor.csv,0.0,0.5,0.43,0.39,0.5,0.46,0.38,0.39,0.0,0.42,0.46,0.0,0.0,0.38,0.44,0.42,0.44,0.28,0.0,0.77
xemeiah.csv,0.49,0.83,0.4,0.44,0.68,0.49,0.67,0.38,0.57,0.52,0.39,0.4,0.41,0.38,0.51,0.74,0.46,0.31,0.39,0.96
zorannt.csv,0.62,0.4,0.97,0.58,0.57,0.54,0.62,0.42,0.98,0.93,0.6,0.51,0.37,0.45,0.57,0.57,0.56,0.5,0.38,0.51
zscreen.csv,0.43,0.89,0.5,0.41,0.55,0.47,0.5,0.93,0.51,0.5,0.45,0.94,0.96,0.47,0.49,0.54,0.5,0.34,0.42,0.87
