,nutz.csv,jajuk.csv,ossim.csv,massiv.csv,v8.csv,ngl.csv,qmmp.csv,mesa3d.csv,rcp-company-uibindings.csv
jajuk.csv,0.48,1.0,0.09,0.01,0.99,0.62,0.6,0.21,0.98
massiv.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mesa3d.csv,0.16,0.36,0.1,0.01,0.95,0.42,0.44,0.92,0.98
ngl.csv,0.43,0.7,0.08,0.01,0.94,1.0,0.6,0.25,0.98
nutz.csv,1.0,0.61,0.11,0.01,0.94,0.49,0.75,0.2,0.99
ossim.csv,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
qmmp.csv,0.34,0.6,0.1,0.01,0.92,0.57,0.98,0.16,0.95
rcp-company-uibindings.csv,0.27,0.49,0.06,0.01,0.94,0.54,0.5,0.21,1.0
v8.csv,0.6,0.6,0.06,0.01,1.0,0.55,0.51,0.21,0.98
