,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,0.33,0.73,0.42,0.59,0.63,0.32,0.4,0.47,0.91,0.64,0.29,0.47,0.02,0.29,0.91,0.61,0.67
arm-webradio.csv,0.05,0.4,0.14,0.41,0.4,0.3,0.15,0.08,0.34,0.31,0.14,0.13,0.29,0.43,0.21,0.28,0.0
bwapi.csv,0.38,0.76,0.94,0.86,0.77,0.94,0.81,0.74,0.53,0.44,0.78,0.83,0.93,0.53,0.52,0.0,0.58
co-ode-owl-plugins.csv,0.05,0.13,0.11,0.12,0.03,0.05,0.0,0.0,0.06,0.07,0.02,0.1,0.04,0.13,0.03,0.33,0.08
firebreath.csv,0.71,0.62,0.59,0.71,0.49,0.0,0.63,0.79,0.66,0.59,0.9,0.93,0.87,0.94,0.33,0.61,0.97
frogatto.csv,0.05,0.69,0.49,0.44,0.34,0.41,0.69,0.46,0.32,0.27,0.64,0.5,0.67,0.44,0.0,0.31,0.49
gretl.csv,0.86,0.64,0.56,0.74,0.71,0.93,0.63,0.48,0.94,0.88,0.24,0.07,0.44,0.35,0.67,0.89,0.28
jasperreports.csv,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.03,0.0
konversation.csv,0.0,0.16,0.0,0.04,0.06,0.01,0.0,0.01,0.0,0.03,0.08,0.33,0.09,0.03,0.18,0.0,0.03
linuxsh.csv,0.81,0.0,0.11,0.42,0.34,0.25,0.35,0.25,0.55,0.73,0.08,0.17,0.24,0.53,0.61,0.61,0.01
moviesandbox.csv,0.1,0.31,0.23,0.2,0.0,0.17,0.08,0.04,0.06,0.3,0.08,0.47,0.29,0.19,0.15,0.25,0.05
ontomorphtab.csv,0.0,0.38,0.72,0.31,0.91,0.72,0.27,0.38,0.42,0.56,0.46,0.33,0.6,0.29,0.52,0.36,0.44
opengs.csv,0.19,0.18,0.11,0.09,0.23,0.1,0.06,0.11,0.0,0.3,0.03,0.27,0.24,0.22,0.03,0.14,0.52
scite-ru.csv,0.9,0.07,0.62,0.52,0.06,0.59,0.0,0.68,0.64,0.94,0.47,0.23,0.49,0.85,0.61,0.19,0.65
tokratan.csv,0.05,0.11,0.11,0.22,0.09,0.34,0.12,0.01,0.03,0.0,0.17,0.0,0.02,0.05,0.09,0.0,0.0
vrjuggler.csv,0.81,0.33,0.62,0.73,0.17,0.73,0.71,0.92,0.39,0.87,0.0,0.27,0.15,0.7,0.76,0.19,0.16
xuggle.csv,0.71,0.62,0.08,0.0,0.17,0.03,0.12,0.24,0.58,0.67,0.07,0.57,0.4,0.49,0.21,0.11,0.1
