,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,0.37,0.45,0.17,0.54,0.5,0.35,0.43,0.78,0.89,0.4,0.06,0.65,1.0,0.31,0.83,0.47,0.8
arm-webradio.csv,0.2,0.55,0.67,0.57,0.64,0.48,0.05,0.33,0.39,0.67,0.0,0.45,0.28,0.58,0.39,0.33,1.0
bwapi.csv,0.66,0.64,1.0,0.87,0.91,0.93,0.86,0.39,0.65,0.6,0.94,0.83,0.86,0.96,0.75,0.99,0.63
co-ode-owl-plugins.csv,0.0,0.18,0.17,0.2,0.25,0.13,0.05,1.0,0.11,0.07,0.06,0.1,0.09,0.0,0.08,0.17,0.29
firebreath.csv,0.63,0.64,1.0,0.65,0.64,0.93,0.81,0.5,0.81,0.6,0.94,0.83,0.94,0.73,0.61,0.6,1.0
frogatto.csv,0.4,0.91,0.92,0.72,0.59,0.52,0.71,0.44,0.44,0.6,0.56,0.74,0.8,0.96,1.0,0.21,0.66
gretl.csv,0.91,0.64,0.83,0.78,0.84,0.83,0.81,0.89,1.0,0.8,0.25,1.0,0.4,0.96,0.83,0.72,0.74
jasperreports.csv,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.0,0.0,0.01,0.96,0.0,0.01,0.0
konversation.csv,0.06,0.27,0.92,0.11,0.23,0.02,0.0,0.06,0.07,0.0,0.06,0.16,0.12,0.23,0.22,0.04,0.34
linuxsh.csv,0.63,1.0,0.58,0.2,0.5,0.42,0.29,0.22,0.76,0.73,0.12,0.12,0.11,0.58,0.47,0.59,0.17
moviesandbox.csv,0.17,0.45,0.67,0.35,1.0,0.28,0.14,0.22,0.26,0.6,0.06,0.44,0.22,0.5,0.5,0.41,0.46
ontomorphtab.csv,1.0,0.64,0.75,0.67,0.93,0.77,0.24,0.22,0.57,0.93,0.5,0.27,0.39,0.35,0.72,0.24,0.34
opengs.csv,0.23,0.27,0.58,0.24,0.34,0.2,0.0,0.17,0.98,0.4,0.06,0.58,0.47,0.85,0.11,0.06,0.46
scite-ru.csv,0.91,0.09,0.92,0.61,0.14,0.68,0.76,0.78,0.61,0.93,0.38,0.35,0.42,0.27,0.44,0.36,0.83
tokratan.csv,0.11,0.27,0.17,0.17,0.23,0.25,0.0,0.0,0.04,0.93,0.19,0.04,0.02,0.35,0.08,0.03,0.0
vrjuggler.csv,0.71,0.09,0.75,0.78,0.14,0.7,0.76,1.0,0.57,0.93,0.94,0.39,0.2,0.5,0.64,0.1,0.03
xuggle.csv,0.37,0.55,0.33,0.87,0.07,0.07,0.14,0.61,0.72,0.47,0.0,0.21,0.26,0.12,0.22,0.06,0.17
