,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.48,0.31,0.61,0.93,0.43,0.61,0.46,0.49,0.35,0.36,0.36,0.46,0.44,0.63,0.21
bibletime.csv,0.62,0.57,0.63,0.52,0.48,0.59,0.64,0.59,0.57,0.59,0.98,0.61,0.67,0.51,0.64
boost.csv,0.55,0.49,0.59,0.37,0.96,0.58,0.58,0.58,0.53,0.55,0.54,0.56,0.51,0.45,0.44
doomlegacy.csv,0.67,0.72,0.56,0.65,0.53,0.69,0.73,0.57,0.96,0.49,0.68,0.66,0.69,0.65,0.5
gpac.csv,0.41,0.37,0.96,0.54,0.34,0.45,0.53,0.34,0.34,0.66,0.58,0.35,0.45,0.5,0.38
kftpgrabber.csv,0.52,0.64,0.58,0.53,0.53,0.92,0.54,0.2,0.28,0.35,0.39,0.37,0.38,0.13,0.38
nativeclient.csv,0.61,0.61,0.45,0.44,0.45,0.54,0.51,0.27,0.53,0.0,0.67,0.63,0.66,0.48,0.98
netatalk.csv,0.61,0.4,0.48,0.52,0.35,0.65,1.0,0.41,0.4,0.34,0.47,0.4,0.47,0.29,0.37
open-ms.csv,0.5,0.44,0.14,0.21,0.12,0.45,0.17,0.42,0.48,0.37,0.37,0.94,0.32,0.28,0.09
openmsx.csv,0.56,0.53,0.58,0.38,0.5,0.56,0.58,0.96,0.52,0.54,0.55,0.59,0.41,0.59,0.51
rosegarden.csv,0.96,0.56,0.43,0.33,0.46,0.47,0.33,0.51,0.59,0.87,0.5,0.52,0.64,0.42,0.4
rsyslog.csv,0.6,1.0,0.47,0.52,0.46,0.59,0.58,0.3,0.51,0.62,0.49,0.61,0.67,0.51,0.56
sandiaportals.csv,0.64,0.79,0.64,0.39,0.35,0.71,0.71,0.64,0.52,0.51,0.0,0.61,0.67,1.0,0.62
xmoto.csv,0.64,0.47,0.65,0.48,0.48,0.71,0.78,0.41,0.56,0.48,0.59,0.5,0.95,0.55,0.54
xqilla.csv,0.02,0.0,0.05,0.0,0.0,0.0,0.17,0.0,0.01,0.72,0.02,0.04,0.07,0.0,0.01
