,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.33,0.17,0.47,0.0,0.41,0.45,0.34,0.59,0.19,0.43,0.36,0.3,0.11,0.5,0.22
bibletime.csv,0.6,0.25,0.57,0.35,0.77,0.71,0.63,0.63,0.5,0.78,0.0,0.69,0.48,0.28,0.53
boost.csv,0.21,0.54,0.49,0.41,0.0,0.39,0.37,0.5,0.5,0.68,0.36,0.43,0.23,0.44,0.28
doomlegacy.csv,0.58,0.42,0.7,0.65,0.42,0.44,0.45,0.56,0.0,0.84,0.5,0.61,0.39,0.22,0.24
gpac.csv,0.35,0.54,0.02,0.49,0.37,0.45,0.34,0.48,0.27,0.38,0.29,0.27,0.41,0.33,0.24
kftpgrabber.csv,0.17,0.62,0.57,0.49,0.46,0.0,0.55,0.22,0.08,0.54,0.36,0.2,0.05,0.06,0.2
nativeclient.csv,0.43,0.25,0.3,0.64,0.42,0.39,0.47,0.18,0.31,0.71,0.14,0.48,0.39,0.06,0.0
netatalk.csv,0.2,0.04,0.53,0.35,0.19,0.26,0.0,0.33,0.12,0.59,0.14,0.22,0.18,0.11,0.21
open-ms.csv,0.4,0.75,0.17,0.36,0.06,0.08,0.08,0.57,0.5,0.31,0.57,0.0,0.32,0.56,0.0
openmsx.csv,0.7,0.33,0.66,0.58,0.55,0.61,0.66,0.0,0.58,0.81,0.79,0.64,0.73,0.5,0.76
rosegarden.csv,0.01,0.33,0.26,0.27,0.17,0.19,0.18,0.57,0.42,0.43,0.0,0.29,0.18,0.5,0.32
rsyslog.csv,0.27,0.0,0.43,0.77,0.15,0.31,0.39,0.31,0.46,0.51,0.43,0.36,0.32,0.17,0.52
sandiaportals.csv,0.56,0.5,0.66,0.88,0.9,0.63,0.5,0.62,0.31,0.74,1.0,0.54,0.48,0.0,0.44
xmoto.csv,0.34,0.17,0.62,0.47,0.34,0.5,0.42,0.38,0.42,0.77,0.21,0.32,0.0,0.17,0.46
xqilla.csv,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.03,0.0,0.0,0.0
