,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,6.0,2.0,0.0,0.0,2.0,9.0,1.0,3.0,0.0,43.0,0.0,11.0,0.0,0.0,0.0
bibletime.csv,7.0,2.0,3.0,6.0,1.0,18.0,0.0,2.0,1.0,35.0,0.0,16.0,1.0,1.0,1.0
boost.csv,1.0,3.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,41.0,0.0,8.0,1.0,2.0,1.0
doomlegacy.csv,12.0,1.0,0.0,4.0,4.0,3.0,2.0,1.0,0.0,44.0,0.0,9.0,1.0,0.0,2.0
gpac.csv,5.0,6.0,0.0,1.0,1.0,7.0,1.0,2.0,0.0,28.0,0.0,4.0,1.0,2.0,0.0
kftpgrabber.csv,4.0,4.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,53.0,0.0,2.0,1.0,1.0,1.0
nativeclient.csv,5.0,0.0,0.0,1.0,1.0,10.0,8.0,1.0,0.0,119.0,0.0,7.0,2.0,0.0,0.0
netatalk.csv,0.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,60.0,0.0,10.0,0.0,0.0,0.0
open-ms.csv,5.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,32.0,0.0,0.0,1.0,2.0,0.0
openmsx.csv,4.0,0.0,0.0,4.0,0.0,14.0,2.0,0.0,1.0,43.0,0.0,24.0,1.0,3.0,0.0
rosegarden.csv,0.0,4.0,0.0,10.0,0.0,2.0,0.0,2.0,1.0,12.0,0.0,5.0,1.0,2.0,0.0
rsyslog.csv,7.0,0.0,0.0,1.0,0.0,3.0,7.0,0.0,0.0,16.0,0.0,11.0,1.0,0.0,0.0
sandiaportals.csv,4.0,1.0,0.0,1.0,1.0,11.0,0.0,1.0,0.0,66.0,1.0,13.0,1.0,0.0,1.0
xmoto.csv,11.0,2.0,0.0,11.0,2.0,7.0,6.0,1.0,1.0,46.0,0.0,9.0,0.0,1.0,7.0
xqilla.csv,5.0,49.0,0.0,111.0,396.0,91.0,0.0,158.0,0.0,0.0,0.0,4.0,0.0,70.0,0.0
