,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.64,0.75,0.59,0.08,0.72,0.58,0.67,0.75,0.71,0.79,0.77,0.65,0.62,0.59,0.84
bibletime.csv,0.66,0.52,0.64,0.61,0.84,0.74,0.67,0.7,0.65,0.78,0.02,0.71,0.55,0.6,0.6
boost.csv,0.53,0.74,0.63,0.77,0.05,0.58,0.57,0.64,0.68,0.75,0.6,0.62,0.57,0.72,0.66
doomlegacy.csv,0.62,0.48,0.76,0.67,0.63,0.51,0.5,0.68,0.05,0.84,0.56,0.64,0.48,0.44,0.59
gpac.csv,0.71,0.85,0.06,0.66,0.79,0.72,0.61,0.84,0.75,0.51,0.52,0.74,0.71,0.62,0.7
kftpgrabber.csv,0.55,0.67,0.68,0.68,0.66,0.1,0.7,0.86,0.77,0.86,0.73,0.7,0.67,0.89,0.69
nativeclient.csv,0.58,0.49,0.66,0.82,0.71,0.61,0.69,0.79,0.59,1.23,0.39,0.59,0.51,0.57,0.03
netatalk.csv,0.46,0.66,0.74,0.61,0.72,0.45,0.0,0.71,0.66,0.89,0.59,0.68,0.61,0.76,0.7
open-ms.csv,0.66,0.88,0.89,0.89,0.9,0.61,0.86,0.82,0.72,0.73,0.86,0.07,0.79,0.92,0.93
openmsx.csv,0.76,0.6,0.73,0.86,0.74,0.71,0.72,0.05,0.73,0.81,0.79,0.71,0.9,0.63,0.82
rosegarden.csv,0.05,0.57,0.66,0.76,0.61,0.6,0.74,0.74,0.59,0.43,0.56,0.58,0.43,0.78,0.72
rsyslog.csv,0.5,0.0,0.7,0.81,0.61,0.53,0.58,0.8,0.68,0.61,0.68,0.54,0.46,0.55,0.66
sandiaportals.csv,0.62,0.51,0.68,0.88,0.91,0.63,0.54,0.66,0.6,0.81,1.0,0.64,0.55,0.0,0.57
xmoto.csv,0.5,0.6,0.65,0.71,0.65,0.54,0.44,0.72,0.62,0.84,0.49,0.62,0.06,0.52,0.65
xqilla.csv,0.98,1.0,0.96,1.0,1.0,1.0,0.86,1.0,0.99,0.33,0.98,0.97,0.94,1.0,0.99
