,paintown.csv,google-collections.csv,smbopensoft.csv,open-media-library.csv,forester-atv.csv,openefm.csv,badtrinitycore.csv,trackit.csv,jbpm.csv,nassp.csv,oppna-program-hsatools.csv,bulmages.csv,st-filteredstatistics.csv,projectfactory.csv,hannosset.csv,wxstudio.csv,opendvr.csv,mevenide.csv,thedata.csv
badtrinitycore.csv,0.69,0.94,0.6,0.51,0.37,0.29,0.98,0.68,0.14,0.26,0.63,0.24,0.62,0.4,0.05,0.41,0.0,0.24,0.05
bulmages.csv,0.57,0.0,0.67,0.5,0.67,0.4,0.47,0.0,0.5,0.38,1.0,1.0,1.0,0.0,0.0,0.25,0.0,0.18,1.0
forester-atv.csv,0.4,1.0,0.87,0.69,1.0,0.33,0.0,0.83,0.25,0.0,0.78,0.2,0.7,0.67,0.0,0.0,0.0,0.5,1.0
google-collections.csv,0.48,1.0,0.51,0.47,0.39,0.33,0.12,0.65,0.12,0.21,0.83,0.21,0.77,0.48,0.08,0.43,0.29,0.25,0.06
hannosset.csv,0.0,0.0,1.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.79,0.25,0.0,0.6,1.0,0.2,0.5,0.17,0.0
jbpm.csv,0.0,0.94,0.0,0.6,0.39,0.39,0.21,0.7,1.0,0.0,0.8,0.0,0.83,0.33,0.0,0.75,0.0,0.0,0.2
mevenide.csv,0.73,1.0,0.75,0.59,0.56,0.54,0.31,0.33,0.29,0.33,0.96,0.5,0.83,0.5,0.0,0.34,0.38,0.96,0.09
nassp.csv,0.79,0.96,0.74,0.47,0.44,0.53,0.15,0.57,0.2,1.0,0.82,0.42,0.81,0.5,0.06,0.35,0.33,0.29,0.07
open-media-library.csv,0.6,1.0,0.44,1.0,0.53,0.39,0.23,0.62,0.12,0.31,0.92,0.28,0.7,0.5,0.08,0.67,0.28,0.29,0.0
opendvr.csv,0.55,0.99,0.38,0.48,0.4,0.33,0.13,0.66,0.09,0.22,0.81,0.35,0.81,0.45,0.14,0.48,1.0,0.23,0.04
openefm.csv,0.66,1.0,0.88,0.58,0.5,1.0,0.15,0.63,0.24,0.42,0.94,0.2,0.92,0.54,0.12,0.39,0.22,0.25,0.04
oppna-program-hsatools.csv,0.55,0.99,0.49,0.49,0.4,0.34,0.12,0.64,0.12,0.22,1.0,0.21,0.77,0.48,0.09,0.52,0.31,0.25,0.05
paintown.csv,1.0,1.0,0.35,0.51,0.48,0.35,0.22,0.66,0.12,0.27,0.91,0.28,0.8,0.44,0.1,0.47,0.36,0.28,0.02
projectfactory.csv,0.4,0.92,0.59,0.59,0.5,0.41,0.07,0.56,0.12,0.2,0.83,0.21,0.8,0.93,0.09,0.38,0.35,0.18,0.06
smbopensoft.csv,0.31,1.0,0.98,0.42,0.39,0.45,0.09,0.75,0.23,0.17,0.81,0.1,0.78,0.53,0.13,0.3,0.5,0.17,0.0
st-filteredstatistics.csv,0.65,0.97,0.53,0.52,0.4,0.37,0.18,0.61,0.16,0.35,0.9,0.25,1.0,0.57,0.08,0.42,0.31,0.28,0.03
thedata.csv,0.55,1.0,0.49,0.89,0.0,0.27,0.0,0.43,0.06,0.29,0.87,0.35,0.67,0.49,0.07,0.4,0.24,0.17,1.0
trackit.csv,0.45,1.0,0.69,0.43,0.46,0.41,0.09,1.0,0.18,0.26,0.88,0.16,0.81,0.44,0.1,0.38,0.31,0.24,0.04
wxstudio.csv,0.57,1.0,0.57,0.75,0.46,0.22,0.15,0.57,0.08,0.26,0.64,0.24,0.67,0.54,0.03,0.97,0.36,0.19,0.07
