,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.11,0.06,0.11,0.0,0.0,1.0
irrlicht.csv,0.83,1.0,0.57,0.51,0.13,0.31
qedo.csv,0.04,0.15,0.0,0.0,0.98,0.0
qse.csv,0.75,0.38,0.96,0.4,0.07,0.3
toped.csv,0.99,0.82,0.55,0.38,0.13,0.25
truevision.csv,0.74,0.62,0.68,0.97,0.16,0.19
