,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.0,0.02,0.0,0.0,0.03,0.0
irrlicht.csv,0.78,0.02,0.96,0.92,0.82,0.49
qedo.csv,0.0,0.2,0.0,0.0,0.0,0.0
qse.csv,0.44,0.37,0.0,0.38,0.25,0.4
toped.csv,0.0,0.9,0.94,0.55,0.89,0.04
truevision.csv,0.78,0.33,0.4,0.0,0.84,0.93
