,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.06,0.03,0.06,0.0,0.0,1.0
irrlicht.csv,0.8,1.0,0.91,0.92,0.68,1.0
qedo.csv,0.02,0.09,0.0,0.0,0.95,0.0
qse.csv,0.65,0.26,0.91,0.42,0.14,0.8
toped.csv,0.98,0.88,0.86,0.47,0.73,0.2
truevision.csv,0.67,0.5,0.8,0.95,0.86,1.0
