,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.67,0.83,0.5,0.0,0.86,0.8
irrlicht.csv,0.38,0.5,0.45,0.38,0.55,0.41
qedo.csv,0.0,0.96,0.0,0.0,0.95,0.0
qse.csv,0.38,0.75,0.53,0.56,0.98,0.41
toped.csv,0.34,0.5,0.46,0.61,0.52,0.67
truevision.csv,0.39,0.53,0.47,0.61,0.49,0.32
