,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.94,0.97,0.94,1.0,1.0,0.0
irrlicht.csv,0.8,0.02,0.96,0.92,0.88,0.49
qedo.csv,0.98,0.93,1.0,1.0,0.05,1.0
qse.csv,0.57,0.83,0.09,0.69,0.9,0.45
toped.csv,0.02,0.91,0.95,0.76,0.93,0.8
truevision.csv,0.85,0.6,0.45,0.05,0.85,0.93
