,kdenlive.csv,jmri.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,plplot.csv,wishmaster.csv,motu.csv,projectfactory.csv,amygdala.csv,dspace-gsoc.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv
algebsql.csv,0.95,0.87,0.7,0.68,0.03,0.94,0.86,1.01,0.9,0.84,0.85,1.0,1.1,0.81,0.92,1.01
amygdala.csv,0.59,0.73,0.78,0.99,0.68,0.82,0.54,0.71,0.7,0.03,0.79,0.9,0.83,0.7,0.92,0.82
cme.csv,0.94,1.0,0.96,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0,0.0
dspace-gsoc.csv,0.88,0.74,0.77,1.06,0.91,0.77,1.0,0.86,0.84,0.79,0.06,0.72,0.93,0.54,0.76,0.4
hydrate.csv,0.85,0.69,0.79,1.06,0.92,0.77,0.88,0.78,0.86,0.79,0.81,0.45,0.85,0.7,0.11,0.46
ivef-sdk.csv,0.61,0.7,0.81,0.0,1.0,0.98,0.81,1.0,0.77,0.55,0.92,1.0,1.09,0.93,0.97,0.61
jmri.csv,0.66,0.04,0.75,1.28,0.83,0.85,0.76,0.87,0.8,0.6,0.62,0.55,0.87,0.59,0.67,0.52
kdenlive.csv,0.0,0.71,0.73,1.25,0.74,0.56,0.59,0.66,0.74,0.62,0.73,0.72,0.84,0.74,0.81,0.65
motu.csv,0.96,0.71,0.94,0.99,0.97,0.86,1.0,0.0,0.79,1.0,0.94,0.76,1.03,0.93,0.7,1.01
plplot.csv,0.57,0.65,0.83,1.01,0.79,0.05,0.68,0.57,0.69,0.63,0.71,0.49,1.01,0.83,0.6,0.63
projectfactory.csv,0.87,0.78,0.84,0.7,0.8,0.81,0.79,0.61,0.05,0.77,0.67,0.48,0.76,0.54,0.5,0.83
runuomondains.csv,0.85,0.99,0.97,1.0,1.0,0.9,0.94,0.93,1.0,0.97,0.87,0.12,0.99,0.98,0.92,1.0
somap.csv,1.0,0.93,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.01,0.95,1.0,0.98
taverna.csv,0.99,0.91,0.07,1.0,0.72,0.91,1.0,1.03,0.85,0.92,0.71,1.02,0.92,0.93,0.69,0.22
tigermud.csv,0.56,0.77,0.8,0.43,0.8,0.74,0.76,0.83,0.73,0.73,0.97,0.9,0.71,0.15,0.64,0.83
wishmaster.csv,0.83,0.69,0.6,0.94,0.99,0.72,0.0,0.69,0.79,0.76,0.96,0.69,0.61,1.06,0.81,0.94
