,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,0.33,0.73,0.53,0.71,1.03
lcfizvtop.csv,0.79,0.63,0.72,0.81,0.28
migen.csv,0.81,0.46,0.91,0.82,0.84
mvnforum.csv,1.0,0.71,0.61,0.94,0.96
plplot.csv,0.61,0.57,0.46,0.34,0.92
