,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,gnome-jabber.csv,chaosrts.csv,exl.csv
avifile.csv,0.07,0.8,0.11,0.0,0.15,0.53,0.09,0.46,0.46,0.6,0.21,0.09,0.51,0.38,0.73,0.28,0.35,0.48,0.35,0.32
baadengine.csv,0.79,0.33,0.22,0.66,0.56,0.35,0.0,0.54,0.2,0.73,0.62,0.17,0.21,0.39,0.79,0.21,0.65,0.0,0.68,0.71
bibedt.csv,0.37,0.43,0.0,0.79,0.57,0.66,0.7,0.54,0.61,0.45,0.75,0.88,0.81,0.63,0.56,0.27,0.51,0.28,0.44,0.74
cascading.csv,0.66,0.54,0.0,0.83,0.77,0.65,0.65,0.62,0.66,0.55,0.65,0.69,0.53,0.7,0.59,0.44,0.75,0.1,0.69,0.75
chaosrts.csv,0.63,0.23,0.34,0.88,0.37,0.48,0.0,0.48,0.31,0.68,0.42,0.73,0.57,0.55,0.56,0.44,0.62,0.0,0.82,0.76
exl.csv,0.34,0.54,0.0,0.67,0.61,0.54,0.56,0.62,0.63,0.27,0.59,0.0,0.59,0.5,0.48,0.54,0.44,0.19,0.48,0.79
gnome-jabber.csv,0.47,0.42,0.27,0.0,0.54,0.22,0.59,0.57,0.33,0.6,0.37,0.6,0.54,0.62,0.7,0.43,0.53,0.65,0.7,0.6
gogoego.csv,0.45,0.0,0.17,0.8,0.62,0.48,0.8,0.56,0.38,0.55,0.54,0.0,0.6,0.56,0.54,0.51,0.33,0.53,0.38,0.65
httpcontentparser.csv,0.35,0.22,0.37,0.0,0.59,0.05,0.12,0.56,0.46,0.2,0.79,0.42,0.6,0.52,0.53,0.49,0.52,0.02,0.28,0.61
impala.csv,0.05,0.63,0.34,0.91,0.5,0.5,0.42,0.49,0.46,0.42,0.49,0.0,0.71,0.56,0.13,0.59,0.36,0.53,0.47,0.37
jaxlib.csv,0.33,0.23,0.27,0.0,0.57,0.56,0.52,0.61,0.21,0.55,0.62,0.99,0.54,0.68,0.13,0.35,0.55,0.06,0.67,0.79
jgameai.csv,0.1,0.0,0.18,0.0,0.18,0.62,0.39,0.25,0.16,0.53,0.18,0.83,0.42,0.07,0.09,0.1,0.16,0.48,0.26,0.35
jhotdraw.csv,0.53,0.5,0.6,0.47,0.13,0.37,0.0,0.09,0.62,0.37,0.38,0.5,0.39,0.44,0.47,0.56,0.45,0.24,0.58,0.45
patterntesting.csv,0.27,0.13,0.0,0.09,0.61,0.43,0.66,0.17,0.5,0.7,0.09,0.47,0.62,0.46,0.09,0.4,0.24,0.51,0.21,0.47
pokeglobal.csv,0.55,0.66,0.0,0.91,0.73,0.52,0.0,0.47,0.38,0.66,0.74,0.0,0.09,0.47,0.49,0.62,0.68,0.1,0.56,0.62
snakeyaml.csv,0.36,0.0,0.27,0.0,0.26,0.18,0.44,0.17,0.63,0.38,0.54,0.51,0.34,0.42,0.72,0.05,0.31,0.2,0.16,0.46
unflobtactical.csv,0.51,0.5,0.0,0.81,0.63,0.53,0.52,0.62,0.58,0.56,0.73,0.41,0.68,0.75,0.65,0.41,0.59,0.27,0.72,0.72
werx.csv,0.05,0.47,0.97,0.0,0.13,0.09,0.0,0.24,0.0,0.0,0.05,0.09,0.0,0.0,0.05,0.17,0.13,0.0,0.0,0.5
zealos.csv,0.24,0.44,0.34,0.0,0.18,0.36,0.75,0.44,0.46,0.59,0.34,0.52,0.23,0.5,0.13,0.1,0.45,0.04,0.67,0.06
