,f1,g,recall,precision,pf,wins
avifile.csv,0.315,0.35,0.435,0.37,0.33499999999999996,4
baadengine.csv,0.405,0.465,0.895,0.29000000000000004,0.72,9
bibedt.csv,0.48,0.565,0.53,0.51,0.355,17
cascading.csv,0.44499999999999995,0.65,0.74,0.42500000000000004,0.505,18
chaosrts.csv,0.41500000000000004,0.515,0.7050000000000001,0.325,0.53,13
exl.csv,0.375,0.54,0.6,0.4,0.495,12
gnome-jabber.csv,0.395,0.54,0.5549999999999999,0.375,0.43,14
gogoego.csv,0.4,0.535,0.59,0.39,0.52,11
httpcontentparser.csv,0.35,0.44,0.49,0.45,0.43,7
impala.csv,0.345,0.48,0.545,0.305,0.565,3
jaxlib.csv,0.415,0.545,0.515,0.395,0.375,15
jgameai.csv,0.21000000000000002,0.18,0.16,0.22999999999999998,0.275,0
jhotdraw.csv,0.38,0.45,0.7150000000000001,0.295,0.745,2
patterntesting.csv,0.505,0.41500000000000004,0.945,0.345,0.86,10
pokeglobal.csv,0.35,0.535,0.815,0.29000000000000004,0.69,8
snakeyaml.csv,0.32499999999999996,0.325,0.28500000000000003,0.395,0.175,5
unflobtactical.csv,0.445,0.585,0.775,0.38,0.54,16
werx.csv,0.46499999999999997,0.05,0.975,0.305,0.99,1
zealos.csv,0.29000000000000004,0.35,0.305,0.485,0.225,6
