,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,gnome-jabber.csv,chaosrts.csv,exl.csv
avifile.csv,0.0,3.0,0.0,101.0,0.0,0.0,3.0,4.0,31.0,1.0,6.0,25.0,2.0,0.0,11.0,10.0,1.0,3.0,0.0,1.0
baadengine.csv,0.0,2.0,0.0,57.0,0.0,6.0,11.0,14.0,0.0,1.0,6.0,23.0,2.0,1.0,9.0,6.0,0.0,3.0,2.0,0.0
bibedt.csv,0.0,0.0,0.0,43.0,0.0,0.0,5.0,3.0,8.0,0.0,9.0,9.0,0.0,0.0,7.0,24.0,0.0,0.0,0.0,2.0
cascading.csv,0.0,0.0,0.0,36.0,0.0,1.0,1.0,0.0,0.0,1.0,7.0,17.0,0.0,0.0,27.0,7.0,0.0,0.0,3.0,0.0
chaosrts.csv,0.0,0.0,0.0,25.0,0.0,2.0,11.0,0.0,7.0,5.0,13.0,13.0,2.0,3.0,0.0,11.0,0.0,3.0,1.0,0.0
exl.csv,0.0,1.0,0.0,59.0,2.0,0.0,6.0,0.0,0.0,1.0,1.0,49.0,4.0,1.0,62.0,5.0,0.0,0.0,2.0,0.0
gnome-jabber.csv,0.0,2.0,0.0,101.0,1.0,4.0,3.0,1.0,3.0,2.0,34.0,16.0,11.0,0.0,4.0,3.0,0.0,0.0,2.0,0.0
gogoego.csv,0.0,69.0,0.0,41.0,0.0,0.0,5.0,2.0,27.0,13.0,22.0,49.0,3.0,0.0,59.0,4.0,1.0,0.0,2.0,0.0
httpcontentparser.csv,3.0,22.0,0.0,101.0,0.0,3.0,0.0,4.0,0.0,1.0,9.0,25.0,0.0,7.0,62.0,0.0,0.0,0.0,0.0,1.0
impala.csv,1.0,2.0,0.0,26.0,4.0,0.0,4.0,9.0,0.0,7.0,5.0,49.0,2.0,0.0,9.0,4.0,0.0,3.0,2.0,1.0
jaxlib.csv,0.0,1.0,0.0,101.0,1.0,2.0,0.0,5.0,0.0,8.0,4.0,2.0,0.0,1.0,8.0,7.0,0.0,0.0,2.0,0.0
jgameai.csv,19.0,69.0,0.0,101.0,2.0,3.0,8.0,1.0,1.0,1.0,6.0,17.0,2.0,4.0,8.0,8.0,1.0,3.0,1.0,1.0
jhotdraw.csv,1.0,3.0,0.0,74.0,4.0,0.0,97.0,5.0,1.0,8.0,10.0,17.0,9.0,0.0,40.0,8.0,0.0,2.0,2.0,0.0
patterntesting.csv,1.0,2.0,0.0,82.0,1.0,0.0,5.0,5.0,0.0,2.0,6.0,20.0,0.0,0.0,69.0,4.0,0.0,0.0,2.0,0.0
pokeglobal.csv,1.0,0.0,0.0,18.0,0.0,1.0,11.0,8.0,0.0,3.0,16.0,49.0,2.0,0.0,68.0,7.0,0.0,1.0,1.0,0.0
snakeyaml.csv,0.0,69.0,0.0,101.0,1.0,7.0,2.0,3.0,0.0,0.0,1.0,10.0,6.0,1.0,1.0,28.0,0.0,0.0,0.0,0.0
unflobtactical.csv,1.0,1.0,0.0,40.0,1.0,2.0,0.0,1.0,0.0,6.0,10.0,21.0,0.0,0.0,10.0,7.0,0.0,0.0,2.0,0.0
werx.csv,1.0,3.0,0.0,83.0,4.0,0.0,11.0,5.0,0.0,8.0,6.0,24.0,2.0,0.0,70.0,7.0,0.0,3.0,2.0,0.0
zealos.csv,3.0,1.0,0.0,101.0,0.0,1.0,4.0,0.0,0.0,3.0,4.0,7.0,9.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0
