,xstore.csv,pcsx2.csv,dataobjectsdotnet.csv,img-browse-sort.csv
dataobjectsdotnet.csv,0.49,0.94,0.63,0.83
img-browse-sort.csv,0.56,0.49,0.49,0.62
pcsx2.csv,0.44,0.45,0.51,0.33
xstore.csv,0.43,0.37,0.42,0.39
