,vdsf.csv,n2cms.csv,apolloplayer.csv,nuttx.csv,maidsafe-dht.csv,nug.csv,redshell.csv,nassp.csv,oppna-program-hsatools.csv,grisbi.csv,tcvp.csv,tart.csv,dspace-gsoc.csv,zabbix.csv,super-tux.csv,mesa3d.csv,ninject.csv,oorexx.csv,web-cat.csv
apolloplayer.csv,0.0,0.54,0.71,0.0,0.59,0.52,0.48,0.37,0.59,0.24,0.0,0.42,0.52,0.18,0.41,0.0,0.64,0.13,0.53
dspace-gsoc.csv,0.62,0.2,0.7,0.24,0.66,0.36,0.45,0.69,0.33,0.81,0.42,0.66,0.69,0.5,0.55,0.47,0.23,0.29,0.24
grisbi.csv,0.0,0.56,0.0,0.0,0.71,0.49,0.39,0.51,0.41,0.85,0.45,0.64,0.38,0.5,0.8,0.69,0.43,0.47,0.13
maidsafe-dht.csv,0.58,0.37,0.54,0.43,0.66,0.59,0.43,0.45,0.67,0.8,0.0,0.43,0.59,0.66,0.33,0.29,0.23,0.43,0.66
mesa3d.csv,0.06,0.31,0.1,0.13,0.53,0.38,0.4,0.83,0.52,0.33,0.57,0.68,0.32,0.31,0.65,0.57,0.0,0.13,0.41
n2cms.csv,0.57,0.69,0.65,0.33,0.64,0.35,0.61,0.63,0.44,0.83,0.58,0.56,0.45,0.31,0.45,0.46,0.86,0.52,0.57
nassp.csv,0.0,0.29,0.49,0.09,0.34,0.38,0.3,0.81,0.16,0.32,0.0,0.23,0.13,0.1,0.24,0.5,0.78,0.26,0.45
ninject.csv,0.04,0.38,0.37,0.2,0.44,0.44,0.1,0.43,0.39,0.28,0.0,0.23,0.47,0.31,0.25,0.39,0.97,0.52,0.68
nug.csv,0.1,0.5,0.29,0.32,0.09,0.74,0.01,0.51,0.41,0.06,0.25,0.23,0.39,0.0,0.33,0.46,0.41,0.39,0.0
nuttx.csv,0.27,0.25,0.25,0.69,0.33,0.43,0.39,0.58,0.15,0.25,0.61,0.72,0.2,0.35,0.43,0.2,0.0,0.54,0.37
oorexx.csv,0.33,0.29,0.55,0.15,0.7,0.41,0.45,0.77,0.26,0.61,0.52,0.85,0.13,0.53,0.48,0.27,0.0,0.65,0.19
oppna-program-hsatools.csv,0.0,0.63,0.0,0.45,0.63,0.51,0.38,0.56,0.85,0.82,0.0,0.57,0.62,0.64,0.51,0.32,0.17,0.3,0.13
redshell.csv,0.23,0.25,0.41,0.59,0.53,0.43,0.77,0.28,0.51,0.27,0.44,0.37,0.04,0.56,0.6,0.31,0.32,0.43,0.58
super-tux.csv,0.65,0.39,0.44,0.13,0.67,0.62,0.58,0.65,0.41,0.0,0.13,0.58,0.0,0.58,0.93,0.34,0.24,0.54,0.58
tart.csv,0.0,0.29,0.43,0.05,0.58,0.38,0.43,0.67,0.59,0.55,0.21,0.95,0.39,0.44,0.47,0.09,0.38,0.45,0.19
tcvp.csv,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.69,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
vdsf.csv,0.4,0.6,0.13,0.19,0.43,0.25,0.39,0.36,0.55,0.0,0.56,0.65,0.36,0.05,0.5,0.09,0.0,0.39,0.13
web-cat.csv,0.18,0.54,0.67,0.37,0.51,0.35,0.59,0.44,0.41,0.0,0.0,0.67,0.34,0.0,0.8,0.26,0.49,0.62,0.8
zabbix.csv,0.32,0.53,0.65,0.31,0.59,0.44,0.56,0.84,0.57,0.54,0.48,0.85,0.47,0.52,0.62,0.44,0.39,0.59,0.6
