,f1,g,recall,precision,pf,wins
apolloplayer.csv,0.4,0.42,0.55,0.4,0.4,10
dspace-gsoc.csv,0.44,0.47,0.66,0.38,0.51,13
grisbi.csv,0.52,0.47,0.89,0.39,0.84,12
maidsafe-dht.csv,0.45,0.45,0.55,0.44,0.29,18
mesa3d.csv,0.32,0.38,0.35,0.38,0.29,5
n2cms.csv,0.44,0.57,0.64,0.37,0.5,16
nassp.csv,0.33,0.29,0.25,0.48,0.2,7
ninject.csv,0.33,0.38,0.34,0.35,0.4,3
nug.csv,0.27,0.32,0.28,0.39,0.28,2
nuttx.csv,0.32,0.35,0.32,0.33,0.2,4
oorexx.csv,0.31,0.45,0.42,0.43,0.32,9
oppna-program-hsatools.csv,0.56,0.51,0.82,0.39,0.78,15
redshell.csv,0.28,0.43,0.44,0.38,0.6,1
super-tux.csv,0.51,0.54,0.71,0.4,0.68,14
tart.csv,0.34,0.43,0.43,0.35,0.4,6
tcvp.csv,0.0,0.0,0.0,0.0,0.0,0
vdsf.csv,0.56,0.36,0.86,0.39,0.89,8
web-cat.csv,0.47,0.44,0.83,0.39,0.75,11
zabbix.csv,0.52,0.54,0.6,0.4,0.5,17
