,vdsf.csv,n2cms.csv,apolloplayer.csv,nuttx.csv,maidsafe-dht.csv,nug.csv,redshell.csv,nassp.csv,oppna-program-hsatools.csv,grisbi.csv,tcvp.csv,tart.csv,dspace-gsoc.csv,zabbix.csv,super-tux.csv,mesa3d.csv,ninject.csv,oorexx.csv,web-cat.csv
apolloplayer.csv,1.0,0.57,0.29,1.0,0.3,0.5,0.62,0.24,0.13,0.0,0.03,0.45,0.79,0.02,0.4,1.0,0.15,0.2,0.77
dspace-gsoc.csv,0.51,0.95,0.53,0.31,0.48,0.81,0.62,0.2,0.91,0.14,0.66,0.62,0.32,0.58,0.2,0.24,0.31,0.12,0.94
grisbi.csv,1.0,0.72,1.0,1.0,0.58,0.78,0.88,0.83,0.87,0.14,0.85,0.74,0.89,0.79,0.4,0.6,0.85,0.84,0.97
maidsafe-dht.csv,0.26,0.23,0.7,0.72,0.23,0.58,0.5,0.33,0.09,0.29,0.03,0.36,0.68,0.14,0.0,0.92,0.25,0.24,0.61
mesa3d.csv,0.03,0.28,0.03,0.1,0.58,0.36,0.62,0.41,0.61,0.14,0.73,0.58,0.21,0.55,0.2,0.29,0.02,0.12,0.29
n2cms.csv,0.4,0.3,0.58,0.26,0.53,0.78,0.5,0.72,0.22,0.36,0.35,0.56,0.79,0.91,0.2,0.33,0.45,0.8,0.77
nassp.csv,0.0,0.18,0.3,0.23,0.08,0.36,0.38,0.24,0.09,0.0,0.01,0.22,0.05,0.0,0.2,0.37,0.31,0.12,0.32
ninject.csv,0.13,0.42,0.2,0.21,0.53,0.39,0.5,0.5,0.13,0.21,0.0,0.44,0.53,0.57,0.4,0.23,0.15,0.52,0.61
nug.csv,0.03,0.51,0.09,0.28,0.13,0.31,0.0,0.43,0.43,0.07,0.31,0.27,0.37,0.11,0.2,0.54,0.56,0.36,0.0
nuttx.csv,0.25,0.07,0.14,0.46,0.2,0.67,0.25,0.43,0.65,0.07,0.73,0.49,0.0,0.43,0.2,0.11,0.02,0.2,0.13
oorexx.csv,0.12,0.28,0.43,0.1,0.33,0.58,0.38,0.39,0.7,0.5,0.82,0.47,0.11,0.11,0.2,0.08,0.04,0.32,0.06
oppna-program-hsatools.csv,1.0,0.64,1.0,0.82,0.7,0.78,0.88,0.78,0.13,0.36,0.0,0.52,0.68,0.44,0.4,0.91,0.96,0.92,0.97
redshell.csv,0.94,0.22,0.43,0.77,0.6,0.44,0.25,0.43,0.7,0.86,0.55,0.71,0.05,0.72,0.4,0.51,0.82,0.6,0.74
super-tux.csv,0.4,0.34,0.8,0.97,0.68,0.72,0.62,0.57,0.74,1.0,0.97,0.72,1.0,0.67,0.0,0.9,0.16,0.52,0.42
tart.csv,0.0,0.3,0.53,0.13,0.37,0.44,0.75,0.35,0.65,0.79,0.95,0.21,0.84,0.84,0.2,0.08,0.69,0.4,0.03
tcvp.csv,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.39,0.0,0.22,0.09,0.0,0.44,0.0,0.0,0.0,0.0,0.0
vdsf.csv,0.12,0.7,0.97,0.95,0.85,0.92,0.88,0.89,0.78,1.0,0.43,0.73,0.89,0.99,0.8,0.98,1.0,0.88,0.97
web-cat.csv,0.22,0.72,0.59,0.33,0.83,0.89,0.75,0.85,0.87,1.0,1.0,0.71,0.89,1.0,0.4,0.18,0.84,0.68,0.13
zabbix.csv,0.13,0.77,0.52,0.36,0.32,0.78,0.5,0.37,0.52,0.57,0.77,0.46,0.79,0.24,0.2,0.83,0.87,0.48,0.32
