,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.42,0.72,0.59,0.45
n2cms.csv,0.74,0.63,0.38,0.61
nassp.csv,0.39,0.4,0.33,0.81
nug.csv,0.59,0.09,0.77,0.5
