,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.41,0.53,0.46,0.28
n2cms.csv,0.69,0.37,0.3,0.39
nassp.csv,0.4,0.32,0.29,0.57
nug.csv,0.57,0.08,0.72,0.29
