,brlcad.csv,xmemcached.csv,fceugc.csv,jaolt.csv,kmess.csv,google-gears.csv,ftm.csv,jcache.csv
brlcad.csv,0.43,0.47,0.09,0.31,0.07,0.03,0.59,0.0
fceugc.csv,0.63,0.64,0.26,0.38,0.4,0.35,0.63,0.05
ftm.csv,0.46,0.05,0.19,0.1,0.18,0.16,0.32,0.07
google-gears.csv,0.53,0.23,0.21,0.62,0.51,0.3,0.72,0.85
jaolt.csv,0.13,0.3,0.47,0.38,0.44,0.19,0.62,0.95
jcache.csv,0.8,0.25,0.6,0.34,0.71,0.95,0.3,0.15
kmess.csv,0.01,0.22,0.47,0.07,0.47,0.03,0.49,0.27
xmemcached.csv,1.0,0.2,0.79,0.48,0.84,0.97,0.31,0.85
