,brlcad.csv,xmemcached.csv,fceugc.csv,jaolt.csv,kmess.csv,google-gears.csv,ftm.csv,jcache.csv
brlcad.csv,0.76,0.65,0.14,0.27,0.09,0.18,0.72,0.0
fceugc.csv,0.89,0.52,0.67,0.52,0.51,0.47,0.69,0.5
ftm.csv,0.41,0.35,0.38,0.19,0.47,0.34,0.69,0.53
google-gears.csv,0.7,0.7,0.19,0.71,0.7,0.65,0.72,0.74
jaolt.csv,0.06,0.57,0.71,0.64,0.57,0.39,0.79,0.94
jcache.csv,0.98,0.65,0.76,0.44,0.83,0.87,0.26,0.94
kmess.csv,0.0,0.3,0.62,0.11,0.72,0.08,0.67,0.79
xmemcached.csv,0.99,0.83,0.67,0.53,0.7,0.95,0.21,0.79
