,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,xstore.csv,xreal.csv
agilitybook.csv,0.66,0.04,0.0,0.4,0.15,0.13,0.37,0.4
apolloplayer.csv,0.26,0.79,1.0,0.4,0.44,0.83,0.52,0.8
k3d.csv,0.29,0.08,1.0,0.33,0.03,0.8,0.17,0.0
redshell.csv,0.16,0.38,0.0,0.0,0.77,0.73,0.46,0.4
rtb-team.csv,0.13,0.38,0.0,0.8,0.12,0.07,0.28,0.6
xreal.csv,0.08,0.17,0.0,0.33,0.22,0.37,0.02,1.0
xstore.csv,0.5,0.54,1.0,0.2,0.29,0.67,0.67,0.0
