,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,xstore.csv,xreal.csv
agilitybook.csv,0.45,0.97,1.02,0.7,0.86,0.88,0.69,0.64
apolloplayer.csv,0.8,0.32,0.61,0.65,0.68,0.56,0.63,0.6
k3d.csv,0.82,0.92,0.02,0.91,0.97,0.25,0.84,1.01
redshell.csv,0.86,0.76,1.28,1.05,0.34,0.8,0.78,0.77
rtb-team.csv,0.87,0.67,1.02,0.26,0.89,0.93,0.74,0.42
xreal.csv,0.93,0.96,1.0,0.67,0.79,0.78,1.0,0.01
xstore.csv,0.68,0.52,0.49,0.8,0.95,0.6,0.42,1.07
