,scen-connect.csv,bwapi.csv,ontopia.csv,smartgwt.csv,adobe-source.csv,lite.csv,gisgraphy.csv
adobe-source.csv,0.0,0.32,0.43,0.12,0.7,0.23,0.58
bwapi.csv,0.0,0.75,0.0,0.13,0.09,0.44,0.0
gisgraphy.csv,0.86,0.44,0.11,0.12,0.16,0.59,0.74
lite.csv,0.89,0.18,0.3,0.64,0.27,0.71,0.34
ontopia.csv,0.13,0.13,0.79,0.39,0.53,0.48,0.63
smartgwt.csv,0.0,0.63,0.51,0.74,0.43,0.16,0.35
