,gtad.csv,kaffeine.csv,taokgame.csv,htmlunit.csv,jsr308-langtools.csv,continuum-ide.csv,anaxagora.csv,stemkit.csv,buddata-ebxml-registry.csv
anaxagora.csv,0.03,1.0,0.14,0.4,0.65,0.38,0.38,0.07,0.97
buddata-ebxml-registry.csv,0.03,0.81,0.08,0.33,0.63,0.31,0.15,0.08,1.0
continuum-ide.csv,0.25,0.53,0.0,0.4,0.79,0.54,0.17,0.07,1.0
gtad.csv,0.12,1.0,0.05,0.58,1.0,0.32,0.24,0.13,1.0
htmlunit.csv,0.05,1.0,0.19,0.52,0.91,0.32,0.16,0.09,1.0
jsr308-langtools.csv,0.05,0.88,0.13,1.0,0.93,0.34,0.22,0.09,1.0
kaffeine.csv,0.03,0.98,0.02,0.41,0.6,0.32,0.25,0.07,0.97
stemkit.csv,0.0,0.83,0.16,0.43,0.93,0.71,0.14,0.18,0.91
taokgame.csv,0.05,1.0,0.56,0.41,0.58,0.33,0.13,0.08,0.95
