,olsrd.csv,reaper-ecad.csv,rtb-team.csv,autofac.csv,sidekar.csv,fluidium.csv,jsr308-langtools.csv,illumination.csv,buddata-ebxml-registry.csv
autofac.csv,1.0,0.95,0.88,0.1,0.53,0.67,0.39,0.65,0.58
buddata-ebxml-registry.csv,1.0,1.0,1.0,0.86,1.0,1.0,0.95,1.0,0.01
fluidium.csv,0.79,0.96,0.87,0.56,0.86,0.08,0.91,0.91,0.73
illumination.csv,0.58,0.54,0.79,0.78,1.01,0.61,0.52,0.0,0.83
jsr308-langtools.csv,0.46,0.53,0.48,0.76,0.5,0.63,0.0,0.5,0.48
olsrd.csv,0.01,0.42,0.65,0.67,0.52,0.82,0.35,0.74,0.82
reaper-ecad.csv,0.85,0.08,0.89,1.01,0.99,0.97,0.92,0.85,1.06
rtb-team.csv,0.42,0.61,0.14,0.6,0.59,0.82,0.39,0.69,0.69
sidekar.csv,0.66,0.97,0.94,0.83,0.05,0.77,0.4,0.83,0.6
