,olsrd.csv,reaper-ecad.csv,rtb-team.csv,autofac.csv,sidekar.csv,fluidium.csv,jsr308-langtools.csv,illumination.csv,buddata-ebxml-registry.csv
autofac.csv,0.97,0.88,0.13,0.9,0.53,0.67,0.83,0.53,0.48
buddata-ebxml-registry.csv,1.0,1.0,1.0,0.86,1.0,1.0,1.0,1.0,0.99
fluidium.csv,0.29,0.04,0.13,0.55,0.19,0.95,0.1,0.18,0.27
illumination.csv,0.43,0.54,0.27,0.41,0.0,0.52,0.5,1.0,0.21
jsr308-langtools.csv,0.62,0.92,0.53,0.24,0.58,0.52,1.0,0.71,0.52
olsrd.csv,0.99,0.88,0.93,0.66,0.73,0.33,0.97,0.71,0.66
reaper-ecad.csv,0.51,0.92,1.0,0.9,0.64,0.95,0.47,0.65,0.66
rtb-team.csv,0.6,0.46,0.87,0.45,0.45,0.19,0.7,0.35,0.31
sidekar.csv,0.51,1.0,0.13,0.21,0.95,0.24,0.97,0.35,0.4
