,bl-toolkit.csv,aztec.csv,fm-classic.csv,clamav.csv,kml.csv,auber.csv,lufa-lib.csv,qmmp.csv,xapian.csv,xtreemfs.csv,mplayer-ce.csv
auber.csv,0.75,0.18,0.12,0.36,0.62,1.0,0.32,0.39,0.36,0.83,0.39
aztec.csv,0.14,0.96,0.04,0.49,0.67,0.17,0.48,0.17,0.16,0.84,0.51
bl-toolkit.csv,0.97,0.3,0.15,0.5,0.59,0.61,0.49,0.56,0.41,0.85,0.61
clamav.csv,0.62,0.19,0.24,0.98,0.65,0.68,0.28,0.58,0.38,0.88,0.52
fm-classic.csv,0.0,0.0,1.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0
kml.csv,0.7,0.13,0.1,0.37,0.94,0.72,0.37,0.57,0.5,0.55,0.58
lufa-lib.csv,0.49,0.15,0.1,0.57,0.65,0.55,0.99,0.46,0.39,0.86,0.47
mplayer-ce.csv,0.73,0.09,0.11,0.44,0.49,0.67,0.39,0.55,0.36,0.73,0.98
qmmp.csv,0.64,0.18,0.1,0.49,0.68,0.66,0.56,0.99,0.42,0.9,0.6
xapian.csv,0.49,0.11,0.25,0.07,0.58,0.49,0.48,0.41,0.96,0.33,0.52
xtreemfs.csv,0.56,0.11,0.14,0.48,0.65,0.55,0.36,0.17,0.41,0.99,0.42
