,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,nebuladevice.csv
ikvm.csv,0.39,0.85,0.42,0.29,0.46,0.42,0.34
libtorrent.csv,0.68,0.45,0.69,0.64,0.53,0.7,0.69
mcmc-jags.csv,0.49,0.51,0.38,0.92,0.65,0.59,0.48
nebuladevice.csv,0.46,0.17,0.0,0.52,0.01,0.43,0.79
olap-navigator.csv,0.86,0.4,0.78,0.57,0.65,0.43,0.67
pidgin.csv,0.47,0.58,0.57,0.24,0.74,0.49,0.44
sepgsql.csv,0.67,0.58,0.78,0.38,0.7,0.45,0.09
