,gpsmid.csv,emftriple.csv,bzbyte.csv,fluent-nhibernate.csv,xamj.csv,columba.csv
bzbyte.csv,0.86,0.36,0.95,0.88,0.82,0.78
columba.csv,0.71,0.18,0.49,0.71,0.6,0.93
emftriple.csv,0.02,1.0,0.0,0.0,0.0,0.05
fluent-nhibernate.csv,0.2,0.0,0.12,0.88,0.03,0.09
gpsmid.csv,0.9,0.27,0.61,0.82,0.55,0.48
xamj.csv,0.61,0.0,0.61,0.41,0.96,0.8
