,gpsmid.csv,emftriple.csv,bzbyte.csv,fluent-nhibernate.csv,xamj.csv,columba.csv
bzbyte.csv,0.73,0.09,0.97,0.23,0.52,0.45
columba.csv,0.71,0.08,0.61,0.35,0.5,0.96
emftriple.csv,0.04,1.0,0.0,0.0,0.0,0.08
fluent-nhibernate.csv,0.34,0.0,0.22,0.91,0.06,0.17
gpsmid.csv,0.95,0.08,0.69,0.4,0.52,0.49
xamj.csv,0.67,0.0,0.69,0.17,0.98,0.46
