,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,qedo.csv,jruby.csv
abbot.csv,0.72,0.85,0.38,0.9,1.0,1.0,0.52,0.44,0.94,0.65,1.0
haphazard.csv,0.85,0.27,0.46,0.59,0.35,0.61,0.3,0.44,0.35,0.28,1.0
jicarilla.csv,0.06,0.0,0.24,0.0,0.0,0.03,0.04,0.39,0.0,0.05,0.0
jruby.csv,0.96,0.56,0.22,0.32,0.52,0.58,0.0,1.0,0.69,0.8,0.47
optalgtoolkit.csv,0.28,0.3,0.7,0.45,0.15,0.23,0.44,0.89,0.42,0.44,0.16
ossim.csv,0.37,0.23,0.3,0.27,0.03,0.39,0.37,0.89,0.42,0.34,0.21
projectts.csv,0.41,0.56,0.3,0.61,0.92,0.87,0.41,0.11,0.62,0.42,1.0
qedo.csv,0.3,0.04,0.27,0.31,0.18,0.39,0.19,0.67,0.15,0.24,0.11
sabbu.csv,0.24,0.68,0.22,0.53,0.6,0.19,0.48,0.11,0.63,0.72,0.68
vxl.csv,0.33,0.28,0.27,0.32,0.57,0.61,0.22,0.11,0.52,0.53,0.63
zact.csv,0.63,0.11,0.27,0.43,0.26,0.0,0.56,0.67,0.21,0.33,0.21
