,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,qedo.csv,jruby.csv
abbot.csv,99.0,482.5,988.0,1626.5,99.0,289.5,431.5,98.5,98.5,99.0,99.0
haphazard.csv,99.0,817.5,763.0,2790.5,99.0,376.0,258.5,98.5,98.5,98.5,99.0
jicarilla.csv,183.0,0.0,517.5,19.5,0.0,19.5,113.0,92.5,0.0,713.5,98.5
jruby.csv,99.0,482.5,479.5,672.5,99.0,89.5,0.0,98.5,1454.0,99.0,98.5
optalgtoolkit.csv,99.0,385.0,1244.0,1246.5,165.0,93.5,437.5,98.5,98.5,99.0,93.5
ossim.csv,191.0,795.5,461.0,581.0,81.5,89.5,186.0,98.5,1135.5,99.0,97.5
projectts.csv,99.0,1166.5,810.5,1154.0,99.0,289.5,186.0,186.0,98.5,99.0,99.0
qedo.csv,667.5,339.0,374.5,1972.5,681.5,94.5,458.0,98.5,98.5,98.5,87.5
sabbu.csv,99.0,289.5,509.5,1341.0,99.0,94.5,186.0,178.0,1054.5,99.0,99.0
vxl.csv,97.5,612.5,741.5,471.5,99.0,289.5,244.5,91.5,98.5,99.0,99.0
zact.csv,99.0,437.5,382.0,759.0,196.0,20.5,508.0,95.5,304.0,99.0,97.5
