,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.6,0.72,0.59,0.68,0.53,0.59,0.69,0.98,0.62,0.65,0.62,0.44,0.53,0.64,0.62,0.66,0.64,0.56
decidr.csv,0.4,0.75,0.6,0.65,0.65,0.48,0.59,0.65,0.48,0.67,0.99,0.51,0.7,0.63,0.5,0.55,0.63,0.59
elmo.csv,0.04,1.0,0.0,0.01,0.05,0.15,0.09,0.01,0.05,0.04,0.07,0.02,0.02,0.0,0.0,0.0,0.15,0.06
gpac.csv,0.45,0.23,0.42,0.34,0.25,0.35,0.38,0.37,0.31,0.52,0.53,0.98,0.44,0.49,0.51,0.27,0.55,0.46
illumination.csv,0.15,0.24,0.21,0.02,0.05,0.41,0.27,0.3,0.17,0.26,0.01,0.36,0.24,0.0,0.24,0.35,0.9,0.12
img-browse-sort.csv,0.27,0.0,0.09,0.41,0.26,0.58,0.47,0.04,0.1,0.26,0.35,0.02,0.15,0.17,0.07,0.88,0.21,0.16
jajuk.csv,0.63,0.73,0.63,0.98,0.65,0.57,0.58,0.58,0.51,0.63,0.54,0.58,0.71,0.47,0.48,0.6,0.44,0.59
ktc.csv,0.95,0.24,0.49,0.48,0.44,0.32,0.42,0.37,0.54,0.36,0.31,0.31,0.33,0.4,0.41,0.42,0.39,0.49
miranda.csv,0.36,0.76,0.64,0.5,0.35,0.36,0.28,0.59,0.46,0.13,0.21,0.35,0.44,0.0,0.31,0.58,0.33,0.99
neoengine.csv,0.62,0.24,0.97,0.62,0.56,0.49,0.61,0.4,0.55,0.61,0.54,0.32,0.44,0.5,0.58,0.54,0.62,0.61
nicepress.csv,0.38,0.0,0.38,0.09,0.48,0.24,0.0,0.1,0.55,0.95,0.11,0.0,0.25,0.0,0.44,0.0,0.14,0.52
omseek.csv,0.33,0.38,0.07,0.3,0.11,0.32,0.28,0.43,0.33,0.23,0.25,0.5,0.4,0.17,0.93,0.1,0.14,0.24
rosegarden.csv,0.67,0.51,0.64,0.51,0.52,0.54,0.42,0.57,0.98,0.48,0.37,0.33,0.47,0.25,0.55,0.5,0.33,0.64
smarttag.csv,0.21,0.41,0.16,0.27,0.2,0.14,0.44,0.3,0.2,0.4,0.3,0.65,0.09,0.94,0.07,0.1,0.21,0.07
sylpheed-claws.csv,0.59,0.59,0.55,0.56,0.59,0.56,0.51,0.48,0.48,0.62,0.5,0.61,0.98,0.52,0.55,0.6,0.49,0.61
vapor.csv,0.26,0.0,0.38,0.09,0.28,0.87,0.0,0.11,0.46,0.13,0.1,0.0,0.01,0.59,0.31,0.1,0.15,0.16
zorannt.csv,0.2,0.23,0.29,0.45,0.89,0.14,0.33,0.41,0.21,0.2,0.38,0.33,0.51,0.5,0.34,0.18,0.07,0.46
zscreen.csv,0.47,0.59,0.34,0.72,0.47,0.6,0.98,0.62,0.38,0.55,0.61,0.66,0.53,0.55,0.47,0.56,0.5,0.48
