,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,14.0,10.0,6.0,6.0,25.0,8.0,0.0,0.0,5.0,5.0,1.0,0.0,3.0,2.0,56.0,0.0,7.0,3.0
decidr.csv,7.0,1.0,0.0,6.0,15.0,1.0,0.0,0.0,12.0,2.0,0.0,0.0,2.0,2.0,41.0,4.0,4.0,0.0
elmo.csv,2.0,0.0,297.0,0.0,5.0,0.0,0.0,1.0,3.0,11.0,1.0,0.0,3.0,52.0,300.0,50.0,1.0,2.0
gpac.csv,4.0,5.0,1.0,5.0,24.0,3.0,0.0,1.0,8.0,9.0,8.0,0.0,0.0,2.0,29.0,0.0,4.0,1.0
illumination.csv,0.0,5.0,2.0,8.0,2.0,8.0,0.0,3.0,2.0,7.0,0.0,1.0,3.0,52.0,42.0,1.0,0.0,0.0
img-browse-sort.csv,13.0,71.0,1.0,3.0,8.0,5.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,4.0,9.0,0.0,6.0,0.0
jajuk.csv,2.0,3.0,4.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,5.0,0.0,0.0,6.0,13.0,2.0,3.0,1.0
ktc.csv,0.0,4.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0
miranda.csv,0.0,5.0,9.0,10.0,4.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,4.0,52.0,7.0,4.0,2.0,0.0
neoengine.csv,5.0,8.0,0.0,2.0,5.0,5.0,0.0,2.0,6.0,10.0,0.0,0.0,4.0,4.0,46.0,1.0,6.0,2.0
nicepress.csv,2.0,71.0,6.0,1.0,2.0,4.0,72.0,0.0,2.0,0.0,1.0,102.0,0.0,52.0,4.0,50.0,5.0,0.0
omseek.csv,6.0,8.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0
rosegarden.csv,0.0,8.0,6.0,5.0,9.0,3.0,0.0,2.0,0.0,3.0,4.0,0.0,3.0,2.0,22.0,1.0,5.0,0.0
smarttag.csv,9.0,28.0,0.0,6.0,1.0,0.0,1.0,2.0,3.0,3.0,2.0,0.0,3.0,0.0,30.0,3.0,6.0,2.0
sylpheed-claws.csv,6.0,6.0,2.0,14.0,24.0,0.0,0.0,2.0,1.0,7.0,6.0,0.0,0.0,5.0,31.0,4.0,1.0,1.0
vapor.csv,0.0,71.0,2.0,3.0,27.0,0.0,72.0,0.0,9.0,3.0,0.0,102.0,1.0,1.0,7.0,0.0,2.0,0.0
zorannt.csv,10.0,8.0,2.0,8.0,0.0,9.0,0.0,3.0,6.0,7.0,3.0,1.0,0.0,11.0,32.0,2.0,9.0,2.0
zscreen.csv,2.0,9.0,4.0,5.0,20.0,2.0,0.0,4.0,1.0,9.0,12.0,0.0,5.0,2.0,44.0,6.0,11.0,3.0
