,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.7,0.53,0.63,0.56,0.8,0.67,0.45,0.08,0.69,0.55,0.67,0.87,0.8,0.68,0.67,0.62,0.63,0.78
decidr.csv,0.68,0.44,0.53,0.53,0.48,0.63,0.64,0.53,0.7,0.47,0.01,0.81,0.51,0.71,0.66,0.74,0.55,0.66
elmo.csv,0.98,0.0,1.0,0.99,0.96,0.88,0.93,0.99,0.97,0.99,0.94,0.98,0.98,1.0,1.0,1.0,0.89,0.95
gpac.csv,0.62,0.86,0.66,0.74,0.93,0.8,0.69,0.75,0.78,0.63,0.62,0.03,0.71,0.73,0.59,0.79,0.6,0.68
illumination.csv,0.88,0.81,0.87,0.99,0.96,0.79,0.9,0.87,0.86,0.82,0.99,0.71,0.82,1.0,0.85,0.73,0.12,0.91
img-browse-sort.csv,0.84,1.0,0.93,0.68,0.79,0.53,0.59,0.97,0.92,0.79,0.78,0.98,0.89,0.88,0.94,0.15,0.86,0.88
jajuk.csv,0.46,0.49,0.51,0.03,0.51,0.6,0.61,0.69,0.58,0.47,0.55,0.75,0.53,0.64,0.65,0.59,0.7,0.73
ktc.csv,0.06,0.81,0.58,0.57,0.62,0.75,0.63,0.71,0.52,0.71,0.75,0.76,0.71,0.68,0.65,0.67,0.7,0.61
miranda.csv,0.71,0.42,0.57,0.57,0.7,0.74,0.78,0.62,0.64,0.9,0.82,0.92,0.64,1.01,0.75,0.51,0.76,0.01
neoengine.csv,0.56,0.94,0.04,0.59,0.53,0.81,0.67,0.89,0.65,0.64,0.55,0.92,0.86,0.72,0.64,0.66,0.58,0.7
nicepress.csv,0.68,1.0,0.69,0.93,0.58,0.82,1.0,0.92,0.52,0.06,0.91,1.0,0.81,1.0,0.63,1.0,0.9,0.62
omseek.csv,0.8,0.9,0.94,0.78,0.91,0.79,0.79,0.65,0.75,0.81,0.81,0.82,0.86,0.86,0.09,0.95,0.91,0.81
rosegarden.csv,0.39,0.82,0.52,0.57,0.56,0.69,0.78,0.72,0.03,0.62,0.74,0.76,0.67,0.8,0.58,0.6,0.78,0.57
smarttag.csv,0.86,0.82,0.87,0.78,0.83,0.95,0.64,0.92,0.83,0.67,0.75,0.68,0.98,0.07,0.96,0.93,0.88,0.94
sylpheed-claws.csv,0.55,0.59,0.67,0.66,0.63,0.63,0.81,0.73,0.66,0.64,0.64,0.59,0.02,0.63,0.65,0.72,0.67,0.62
vapor.csv,0.79,1.0,0.7,0.93,0.91,0.16,1.0,0.91,0.65,0.89,0.92,1.0,0.99,0.51,0.76,0.92,0.88,0.88
zorannt.csv,0.84,0.83,0.8,0.76,0.13,0.91,0.81,0.78,0.82,0.85,0.72,0.73,0.63,0.82,0.74,0.85,0.95,0.7
zscreen.csv,0.65,0.59,0.72,0.55,0.64,0.55,0.02,0.61,0.71,0.65,0.67,0.62,0.62,0.73,0.67,0.75,0.76,0.66
