,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.64,0.49,0.52,0.51,0.78,0.56,0.33,0.08,0.64,0.43,0.62,0.85,0.77,0.64,0.62,0.58,0.55,0.76
decidr.csv,0.23,0.39,0.33,0.41,0.33,0.28,0.52,0.41,0.43,0.33,0.0,0.79,0.45,0.69,0.42,0.63,0.42,0.57
elmo.csv,0.08,0.0,0.01,0.04,0.07,0.03,0.0,0.02,0.1,0.16,0.02,0.04,0.04,0.0,0.05,0.05,0.08,0.09
gpac.csv,0.19,0.33,0.24,0.22,0.5,0.42,0.15,0.35,0.27,0.38,0.39,0.02,0.4,0.54,0.28,0.18,0.37,0.4
illumination.csv,0.01,0.12,0.29,0.07,0.02,0.52,0.48,0.47,0.02,0.26,0.01,0.21,0.18,0.08,0.32,0.24,0.0,0.14
img-browse-sort.csv,0.37,0.03,0.09,0.25,0.12,0.3,0.19,0.0,0.03,0.12,0.37,0.0,0.07,0.21,0.04,0.0,0.26,0.11
jajuk.csv,0.22,0.45,0.33,0.02,0.37,0.41,0.44,0.59,0.23,0.26,0.25,0.7,0.47,0.28,0.36,0.45,0.38,0.7
ktc.csv,0.02,0.13,0.16,0.05,0.1,0.21,0.07,0.24,0.09,0.14,0.17,0.21,0.12,0.23,0.14,0.26,0.26,0.29
miranda.csv,0.22,0.37,0.46,0.18,0.08,0.3,0.19,0.49,0.26,0.14,0.06,0.89,0.21,0.15,0.18,0.21,0.29,0.0
neoengine.csv,0.42,0.94,0.01,0.47,0.24,0.68,0.59,0.86,0.48,0.55,0.26,0.91,0.85,0.51,0.5,0.47,0.46,0.65
nicepress.csv,0.1,0.0,0.19,0.04,0.12,0.2,0.0,0.04,0.19,0.01,0.05,0.0,0.18,0.08,0.16,0.05,0.17,0.35
omseek.csv,0.39,0.67,0.01,0.22,0.01,0.32,0.22,0.24,0.24,0.09,0.17,0.77,0.61,0.1,0.0,0.21,0.23,0.11
rosegarden.csv,0.16,0.79,0.39,0.16,0.21,0.54,0.52,0.63,0.0,0.28,0.31,0.26,0.36,0.13,0.32,0.26,0.32,0.47
smarttag.csv,0.28,0.55,0.11,0.15,0.04,0.37,0.19,0.92,0.12,0.22,0.15,0.66,0.98,0.0,0.19,0.11,0.32,0.03
sylpheed-claws.csv,0.34,0.43,0.53,0.51,0.49,0.45,0.7,0.51,0.36,0.57,0.36,0.47,0.0,0.38,0.47,0.68,0.42,0.5
vapor.csv,0.11,0.0,0.24,0.05,0.54,0.01,0.04,0.0,0.3,0.04,0.08,0.02,0.01,0.28,0.23,0.0,0.06,0.07
zorannt.csv,0.12,0.22,0.28,0.53,0.0,0.21,0.41,0.49,0.1,0.19,0.28,0.17,0.36,0.77,0.26,0.05,0.14,0.42
zscreen.csv,0.3,0.43,0.18,0.52,0.29,0.38,0.0,0.51,0.27,0.48,0.61,0.57,0.37,0.64,0.4,0.68,0.6,0.37
