,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.72,0.8,0.63,0.75,0.83,0.64,0.7,1.0,0.75,0.67,0.74,0.84,0.78,0.79,0.73,0.77,0.71,0.83
decidr.csv,0.36,0.8,0.59,0.67,0.65,0.44,0.63,0.67,0.46,0.67,0.99,0.8,0.75,0.86,0.48,0.62,0.65,0.65
elmo.csv,0.03,1.0,0.0,0.01,0.04,0.12,0.07,0.01,0.04,0.03,0.06,0.02,0.02,0.0,0.0,0.0,0.12,0.05
gpac.csv,0.41,0.2,0.38,0.3,0.22,0.32,0.33,0.33,0.27,0.5,0.51,0.98,0.41,0.5,0.48,0.23,0.53,0.44
illumination.csv,0.12,0.2,0.18,0.02,0.04,0.4,0.24,0.27,0.14,0.22,0.01,0.32,0.2,0.0,0.21,0.31,0.88,0.1
img-browse-sort.csv,0.24,0.0,0.07,0.37,0.22,0.56,0.43,0.03,0.08,0.22,0.31,0.02,0.12,0.14,0.06,0.85,0.18,0.13
jajuk.csv,0.6,0.8,0.62,0.98,0.65,0.56,0.59,0.64,0.47,0.61,0.51,0.75,0.77,0.43,0.45,0.62,0.41,0.78
ktc.csv,0.94,0.2,0.44,0.43,0.39,0.28,0.37,0.33,0.49,0.31,0.27,0.27,0.29,0.36,0.36,0.38,0.35,0.46
miranda.csv,0.32,0.8,0.67,0.46,0.3,0.32,0.24,0.62,0.42,0.11,0.18,0.79,0.4,0.0,0.27,0.54,0.29,0.99
neoengine.csv,0.63,1.0,0.96,0.65,0.52,0.56,0.7,0.76,0.56,0.67,0.51,0.89,0.85,0.5,0.61,0.54,0.65,0.74
nicepress.csv,0.33,0.0,0.34,0.07,0.43,0.2,0.0,0.08,0.51,0.94,0.09,0.0,0.21,0.0,0.39,0.0,0.12,0.49
omseek.csv,0.3,0.4,0.06,0.26,0.09,0.28,0.24,0.39,0.29,0.19,0.21,0.7,0.4,0.14,0.91,0.08,0.12,0.2
rosegarden.csv,0.64,0.8,0.65,0.46,0.48,0.56,0.41,0.66,0.97,0.44,0.33,0.29,0.44,0.21,0.52,0.46,0.29,0.68
smarttag.csv,0.18,0.4,0.13,0.23,0.17,0.12,0.39,0.95,0.17,0.36,0.26,0.84,0.99,0.93,0.06,0.08,0.18,0.06
sylpheed-claws.csv,0.57,0.6,0.58,0.58,0.61,0.56,0.61,0.48,0.45,0.69,0.47,0.64,0.98,0.5,0.55,0.77,0.47,0.64
vapor.csv,0.22,0.0,0.34,0.07,0.26,0.84,0.0,0.09,0.42,0.11,0.08,0.0,0.01,0.57,0.27,0.08,0.12,0.13
zorannt.csv,0.17,0.2,0.25,0.45,0.87,0.12,0.3,0.39,0.18,0.17,0.34,0.29,0.48,0.71,0.3,0.15,0.06,0.44
zscreen.csv,0.43,0.6,0.3,0.82,0.43,0.6,0.98,0.67,0.34,0.56,0.71,0.77,0.51,0.64,0.45,0.69,0.53,0.45
