,superwaba.csv,fritzing.csv,lmms.csv,ifmo-game-1.csv,empserver.csv,repositorium.csv,pgui.csv,jparsec.csv,lufa-lib.csv,doomlegacy.csv,xapian.csv,pi-qmc.csv,cortex-vfx.csv,zemljanka.csv
cortex-vfx.csv,0.54,0.67,0.69,0.05,0.64,0.14,0.38,0.25,0.34,0.71,0.4,0.71,0.99,0.98
doomlegacy.csv,0.37,0.56,0.72,0.14,0.62,0.06,0.38,0.44,0.51,1.0,0.3,0.3,0.25,0.95
empserver.csv,0.55,0.48,0.63,0.06,1.0,0.07,0.32,0.5,0.51,0.77,0.37,0.33,0.19,0.93
fritzing.csv,0.6,0.99,0.77,0.09,0.6,0.29,0.32,0.4,0.43,0.88,0.45,0.77,0.27,0.95
ifmo-game-1.csv,1.0,0.73,0.75,1.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0
jparsec.csv,0.5,0.42,0.58,0.05,0.5,0.12,0.29,1.0,0.45,0.67,0.21,0.29,0.19,0.95
lmms.csv,0.56,0.4,1.0,0.06,0.45,0.12,0.35,0.69,0.34,0.81,0.23,0.36,0.23,0.97
lufa-lib.csv,0.35,0.55,0.68,0.0,0.57,0.25,0.38,0.42,0.99,0.87,0.22,0.57,0.34,0.93
pgui.csv,0.37,0.45,0.64,0.11,0.65,0.1,0.98,0.38,0.44,0.78,0.39,0.33,0.31,0.94
pi-qmc.csv,0.47,0.62,0.68,0.08,0.53,0.08,0.36,0.44,0.4,0.8,0.32,1.0,0.33,0.97
repositorium.csv,0.43,0.55,0.68,0.04,0.62,1.0,0.29,0.55,0.59,0.73,0.21,0.14,0.31,0.96
superwaba.csv,0.98,0.62,0.72,0.09,0.73,0.17,0.35,0.44,0.43,0.82,0.36,0.0,0.43,0.97
xapian.csv,0.63,0.48,0.73,0.19,0.51,0.04,0.28,0.31,0.42,0.74,1.0,0.47,0.35,0.96
zemljanka.csv,0.39,0.49,0.65,0.08,0.51,0.12,0.28,0.39,0.44,0.76,0.23,0.28,0.22,1.0
