,superwaba.csv,fritzing.csv,lmms.csv,ifmo-game-1.csv,empserver.csv,repositorium.csv,pgui.csv,jparsec.csv,lufa-lib.csv,doomlegacy.csv,xapian.csv,pi-qmc.csv,cortex-vfx.csv,zemljanka.csv
cortex-vfx.csv,0.43,0.59,0.44,0.17,0.23,0.31,0.44,0.02,0.29,0.29,0.18,0.6,0.95,0.3
doomlegacy.csv,0.43,0.58,0.68,0.76,0.48,0.34,0.63,0.45,0.63,1.0,0.63,0.59,0.62,0.49
empserver.csv,0.57,0.39,0.39,0.32,0.98,0.21,0.42,0.55,0.49,0.29,0.31,0.31,0.44,0.24
fritzing.csv,0.63,0.99,0.57,0.45,0.66,0.41,0.63,0.56,0.56,0.41,0.54,0.5,0.54,0.38
ifmo-game-1.csv,0.07,0.13,0.02,0.75,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
jparsec.csv,0.53,0.41,0.45,0.32,0.23,0.47,0.35,0.93,0.42,0.42,0.51,0.54,0.37,0.0
lmms.csv,0.24,0.04,0.98,0.32,0.41,0.57,0.65,0.24,0.31,0.65,0.48,0.59,0.47,0.65
lufa-lib.csv,0.56,0.52,0.43,0.0,0.26,0.31,0.52,0.56,0.95,0.53,0.44,0.41,0.35,0.39
pgui.csv,0.52,0.51,0.45,0.57,0.46,0.31,0.97,0.26,0.52,0.4,0.4,0.48,0.54,0.35
pi-qmc.csv,0.5,0.56,0.53,0.33,0.52,0.21,0.32,0.44,0.49,0.55,0.49,1.0,0.44,0.7
repositorium.csv,0.67,0.65,0.29,0.17,0.32,0.85,0.57,0.63,0.62,0.32,0.15,0.06,0.31,0.55
superwaba.csv,0.97,0.72,0.46,0.54,0.36,0.21,0.63,0.28,0.56,0.43,0.18,0.0,0.48,0.44
xapian.csv,0.39,0.44,0.46,0.6,0.51,0.11,0.45,0.38,0.27,0.46,0.97,0.41,0.63,0.57
zemljanka.csv,0.56,0.24,0.37,0.05,0.24,0.09,0.0,0.13,0.21,0.3,0.09,0.0,0.0,0.98
