,jmoney.csv,array4j.csv,jsidplay2.csv,pustefix.csv,jmonkeyengine.csv,mediate.csv,matrex.csv,freedom-erp.csv,reaper3d.csv,jchassis.csv,mesa3d.csv,emono.csv
array4j.csv,1.0,0.06,0.81,0.88,0.95,0.76,0.79,0.92,1.0,1.0,0.86,0.8
emono.csv,0.75,0.94,0.92,0.91,0.64,0.72,0.93,0.75,1.0,1.02,0.7,0.03
freedom-erp.csv,0.85,1.0,0.74,1.0,1.0,0.9,0.93,0.01,1.0,1.0,1.0,0.99
jchassis.csv,1.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0,1.0,0.0,1.0,1.0
jmoney.csv,0.0,0.88,0.63,0.96,0.7,0.69,0.45,0.58,1.01,1.01,0.77,0.96
jmonkeyengine.csv,0.75,1.01,0.9,0.94,0.0,0.71,1.01,0.87,0.88,0.36,0.92,0.94
jsidplay2.csv,0.58,0.6,0.0,0.75,0.81,0.71,0.82,0.65,0.65,0.8,0.62,1.0
matrex.csv,0.39,0.76,0.58,0.96,0.96,0.8,0.03,0.58,0.89,1.01,1.0,0.89
mediate.csv,0.44,0.65,0.62,0.58,0.84,0.04,0.55,0.84,0.74,1.06,0.71,0.81
mesa3d.csv,0.67,0.88,0.92,0.74,0.79,0.68,0.87,0.5,0.75,0.55,0.1,0.88
pustefix.csv,0.91,0.68,0.69,0.09,0.7,0.81,0.94,0.86,0.76,0.55,0.69,0.9
reaper3d.csv,1.0,0.77,0.88,0.97,0.94,0.91,0.97,1.0,0.0,0.26,0.99,1.0
