,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,0.88,0.42,0.72,0.4,0.69,0.51,0.76,0.41,0.91,0.52,0.57,0.92,0.7,0.39,0.56,0.47,0.45,0.57,0.32
autofac.csv,0.53,0.38,0.75,0.48,0.5,0.43,0.48,0.44,0.8,0.49,0.43,0.47,0.53,0.39,0.54,0.46,0.54,0.37,0.79
avisynth2.csv,0.93,0.85,0.89,0.88,0.0,0.67,0.75,0.67,0.67,0.67,0.5,0.9,0.89,0.8,0.0,0.5,0.96,0.93,0.5
azureus.csv,0.4,0.37,0.39,0.33,0.53,0.39,0.41,0.39,0.44,0.39,0.58,0.54,0.34,0.37,0.42,0.41,0.36,0.41,0.36
dsworkbench.csv,0.75,0.8,0.49,0.83,0.91,0.88,0.0,0.86,0.67,0.8,0.5,0.96,0.75,0.94,0.0,0.73,0.98,0.97,0.0
forester-atv.csv,0.86,0.42,0.51,0.68,0.75,0.9,0.75,0.67,0.44,0.8,0.77,0.48,0.49,0.73,0.5,0.86,0.7,0.68,0.0
freelords.csv,0.38,0.35,0.41,0.37,0.44,0.52,0.36,0.44,0.33,0.46,0.44,0.4,0.92,0.53,0.56,0.37,0.42,0.46,0.69
gabel.csv,0.5,0.48,0.44,0.69,0.87,0.62,0.56,0.41,0.88,0.67,0.56,0.97,0.37,0.72,0.58,0.8,0.53,0.72,0.43
geotools.csv,0.38,0.29,0.38,0.39,0.45,0.5,0.36,0.41,0.4,0.39,0.38,0.37,0.34,0.44,0.47,0.41,0.44,0.39,0.4
google-collections.csv,0.36,0.36,0.36,0.32,0.44,0.39,0.45,0.4,0.32,0.46,0.37,0.41,0.34,0.4,0.45,0.42,0.41,0.39,0.36
jpaul.csv,0.7,0.59,0.42,0.89,0.0,0.9,0.48,0.88,0.75,0.63,0.77,0.85,0.93,0.8,0.65,0.58,0.61,0.96,0.91
mycila.csv,0.41,0.78,0.39,0.35,0.44,0.66,0.49,0.57,0.34,0.46,0.85,0.58,0.45,0.51,0.5,0.53,0.51,0.51,0.36
neodatis-odb.csv,0.46,0.41,0.8,0.56,0.93,0.91,0.53,0.75,0.53,0.55,0.82,0.68,0.65,0.51,0.68,0.92,0.66,0.45,0.5
octet.csv,0.69,0.37,0.52,0.44,0.95,0.53,0.52,0.55,0.67,0.43,0.52,0.53,0.59,0.41,0.75,0.42,0.47,0.43,0.58
pokenetonline.csv,0.38,0.31,0.37,0.39,0.47,0.4,0.48,0.39,0.38,0.42,0.41,0.38,0.38,0.38,0.45,0.42,0.38,0.41,0.38
rcp-company-uibindings.csv,0.35,0.33,0.39,0.44,0.45,0.48,0.36,0.41,0.53,0.46,0.53,0.51,0.7,0.43,0.43,0.36,0.42,0.43,0.5
scenemonitor.csv,0.63,0.36,0.38,0.6,0.55,0.6,0.47,0.46,0.43,0.64,0.41,0.47,0.41,0.83,0.8,0.43,0.43,0.56,0.43
thedata.csv,0.39,0.47,0.47,0.43,0.48,0.54,0.53,0.58,0.32,0.6,0.53,0.42,0.62,0.47,0.52,0.56,0.53,0.48,0.86
twostep.csv,0.0,0.3,0.39,0.4,0.6,0.44,0.5,0.38,0.48,0.38,0.39,0.46,0.35,0.5,0.47,0.41,0.41,0.43,0.41
