,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,archive-crawler.csv,impala.csv,gdis.csv
archive-crawler.csv,1.0,69.0,0.0,101.0,2.0,1.0,4.0,1.0,0.0,5.0,0.0,2.0,0.0
avifile.csv,0.0,0.0,200.0,101.0,3.0,0.0,97.0,3.0,0.0,76.0,77.0,207.0,69.0
baadengine.csv,0.0,0.0,0.0,24.0,0.0,1.0,5.0,18.0,36.0,0.0,6.0,11.0,0.0
gdis.csv,0.0,1.0,0.0,56.0,0.0,1.0,3.0,6.0,2.0,2.0,2.0,6.0,0.0
gogoego.csv,0.0,9.0,0.0,11.0,4.0,2.0,11.0,0.0,11.0,6.0,0.0,2.0,0.0
impala.csv,1.0,69.0,0.0,82.0,4.0,0.0,6.0,5.0,0.0,7.0,12.0,0.0,0.0
jgameai.csv,1.0,0.0,0.0,101.0,0.0,0.0,10.0,1.0,0.0,8.0,5.0,6.0,69.0
jhotdraw.csv,5.0,69.0,0.0,101.0,2.0,0.0,97.0,5.0,0.0,76.0,1.0,0.0,0.0
patterntesting.csv,1.0,22.0,0.0,101.0,0.0,6.0,6.0,4.0,5.0,0.0,2.0,17.0,0.0
pokeglobal.csv,0.0,2.0,0.0,7.0,0.0,9.0,2.0,4.0,12.0,2.0,3.0,2.0,1.0
werx.csv,1.0,3.0,0.0,83.0,4.0,0.0,11.0,5.0,0.0,8.0,8.0,8.0,0.0
zealos.csv,1.0,1.0,0.0,20.0,3.0,8.0,0.0,2.0,2.0,6.0,8.0,15.0,0.0
