,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
empserver.csv,0.47,0.54,0.34,0.33,0.65,0.56,0.64,0.37
enlightenment.csv,0.05,0.0,0.0,0.63,0.0,0.0,0.48,0.43
ffigo.csv,0.52,0.32,0.38,0.0,0.0,0.0,0.78,0.0
ildjit.csv,0.54,0.73,0.27,0.28,0.45,0.0,0.3,0.33
jfreereport.csv,0.12,0.09,0.49,0.2,0.1,0.0,0.34,0.06
psycle.csv,0.68,0.42,0.7,0.6,0.33,0.73,0.45,0.63
wikipediardware.csv,0.58,0.41,0.32,0.62,0.13,0.38,0.56,0.83
wxjs.csv,0.06,0.0,0.07,0.0,0.0,0.95,0.0,0.0
