,rhex.csv,jcae.csv,popeye-chess.csv,openmalaria.csv,archive-crawler.csv,acdk.csv,truevision.csv,rocrail.csv
acdk.csv,455.5,337.0,263.5,196.5,473.5,864.5,88.5,196.0
archive-crawler.csv,543.0,158.0,179.0,85.5,259.5,1055.0,288.5,97.5
jcae.csv,231.5,397.5,81.5,85.5,380.0,852.5,85.5,196.0
openmalaria.csv,798.5,1677.5,358.0,97.5,473.5,1743.5,274.5,196.0
popeye-chess.csv,713.0,1199.5,362.5,223.5,372.0,572.0,276.5,196.0
rhex.csv,474.5,1093.5,450.0,92.5,780.0,27.5,276.5,196.0
rocrail.csv,444.5,1310.0,179.0,80.5,283.5,1735.5,288.5,277.5
truevision.csv,522.0,784.5,179.0,196.5,555.0,1930.0,92.5,196.0
