,rhex.csv,jcae.csv,popeye-chess.csv,openmalaria.csv,archive-crawler.csv,acdk.csv,truevision.csv,rocrail.csv
acdk.csv,0.86,0.54,0.43,0.51,0.4,0.45,0.52,0.44
archive-crawler.csv,0.62,0.71,0.5,0.7,0.55,0.62,0.51,0.39
jcae.csv,0.67,0.65,0.55,0.75,0.43,0.41,0.9,0.34
openmalaria.csv,0.4,0.28,0.38,0.41,0.37,0.43,0.32,0.4
popeye-chess.csv,0.5,0.44,0.46,0.57,0.5,0.51,0.36,0.36
rhex.csv,0.5,0.7,0.48,0.6,0.69,0.0,0.33,0.39
rocrail.csv,0.62,0.36,0.45,0.48,0.42,0.51,0.32,0.42
truevision.csv,0.53,0.35,0.39,0.42,0.52,0.5,0.44,0.42
