,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.13,0.12,0.51,0.52,0.61
encog-java.csv,0.27,0.1,0.5,0.71,0.58
h2database.csv,0.21,0.29,0.4,0.55,0.8
jaql.csv,0.14,0.19,0.56,0.65,0.58
raven-monitoring.csv,0.11,0.09,0.56,0.42,0.15
