,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.66,0.34,0.42,0.69
jajuk.csv,0.79,0.31,0.44,0.77
vapor.csv,0.55,0.29,0.4,0.43
zorannt.csv,0.62,0.44,0.32,0.81
