,capcode.csv,lmms.csv,linuxsh.csv,mcmc-jags.csv,scite-ru.csv,bl-toolkit.csv,nicepress.csv,sbml.csv,gpac.csv,mbse.csv,gebr.csv,gretl.csv,kowari.csv,libtorrent.csv,modellus.csv,kindb.csv,lufa-lib.csv,bibletime.csv,mplayer-ce.csv,miranda.csv
bibletime.csv,0.83,0.75,0.73,0.67,0.86,0.72,0.83,0.97,0.93,1.0,0.71,0.74,1.0,0.87,0.84,1.0,0.86,1.0,1.0,0.97
bl-toolkit.csv,0.67,0.43,0.36,0.4,0.43,0.96,0.5,0.47,0.66,0.82,0.68,0.68,0.57,0.33,0.55,0.26,0.73,0.48,0.55,0.51
capcode.csv,1.0,0.04,0.36,0.13,0.0,0.12,0.17,0.03,0.07,0.23,0.02,0.2,0.0,0.01,0.31,0.06,0.36,0.03,0.13,0.04
gebr.csv,0.83,0.8,0.82,0.8,0.43,0.68,0.81,0.93,0.79,0.86,0.96,0.68,1.0,0.8,0.88,0.53,0.82,0.94,0.87,0.83
gpac.csv,0.25,0.32,0.27,0.07,0.52,0.16,0.47,0.32,0.96,0.38,0.18,0.22,0.29,0.33,0.34,0.29,0.3,0.48,0.31,0.47
gretl.csv,0.67,0.65,0.73,0.73,0.95,0.42,0.86,0.67,0.89,0.85,0.64,1.0,0.86,0.66,0.8,1.0,0.67,0.76,0.91,0.91
kindb.csv,0.75,0.6,0.36,0.4,0.81,0.52,0.69,0.71,0.68,0.51,0.51,0.66,1.0,0.7,0.77,0.97,0.46,0.52,0.58,0.66
kowari.csv,0.0,0.0,0.0,0.07,0.0,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.86,0.02,0.01,0.03,0.01,0.0,0.0,0.0
libtorrent.csv,0.92,0.82,0.91,0.6,0.95,0.84,0.72,0.86,0.96,0.98,0.73,0.77,1.0,1.0,0.92,0.91,0.46,0.85,0.89,0.91
linuxsh.csv,0.0,0.3,0.91,0.0,0.14,0.42,0.44,0.33,0.38,0.14,0.24,0.14,0.0,0.37,0.4,0.21,0.02,0.42,0.44,0.35
lmms.csv,0.25,0.99,0.73,0.53,0.52,0.72,0.72,0.58,0.82,0.82,0.57,0.74,0.86,0.71,0.36,0.94,0.5,0.62,0.85,0.71
lufa-lib.csv,0.5,0.35,0.55,0.73,0.24,0.52,0.64,0.53,0.32,0.2,0.24,0.47,0.14,0.32,0.64,0.47,0.97,0.39,0.23,0.43
mbse.csv,0.42,0.32,0.18,0.2,0.57,0.26,0.36,0.21,0.55,0.95,0.54,0.4,0.43,0.4,0.43,0.53,0.39,0.33,0.32,0.53
mcmc-jags.csv,0.67,0.52,0.91,1.0,0.14,0.5,0.72,0.63,0.39,0.34,0.35,0.67,0.86,0.53,0.69,0.53,0.42,0.35,0.27,0.57
miranda.csv,0.33,0.54,0.45,0.33,0.33,0.24,0.39,0.67,0.52,0.35,0.39,0.27,0.43,0.55,0.52,0.68,0.17,0.59,0.27,0.99
modellus.csv,0.25,0.28,0.64,0.4,0.24,0.34,0.33,0.38,0.27,0.32,0.34,0.81,0.14,0.31,0.97,0.47,0.9,0.44,0.42,0.43
mplayer-ce.csv,0.42,0.65,0.64,0.73,0.67,0.68,0.61,0.68,0.55,0.52,0.81,0.62,0.71,0.59,0.52,0.65,0.3,0.74,0.97,0.58
nicepress.csv,0.25,0.22,0.18,0.13,0.29,0.12,0.97,0.18,0.21,0.68,0.19,0.42,0.43,0.16,0.02,0.18,0.26,0.42,0.52,0.26
sbml.csv,0.67,0.59,0.36,0.4,0.76,0.74,0.56,0.97,0.77,0.71,0.52,0.63,1.0,0.76,0.43,0.79,0.46,0.58,0.65,0.65
scite-ru.csv,0.92,0.87,0.64,0.8,0.76,0.78,0.83,0.83,0.48,0.55,0.36,0.33,0.86,0.56,0.8,0.47,0.54,0.88,0.38,0.68
