,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,0.59,0.68,0.7,0.49,0.62,0.13,0.2,0.41,0.63,0.44,0.33,0.68,0.57,0.58,0.47,0.57
arcallians.csv,0.58,0.62,0.78,0.64,0.74,0.14,0.13,0.45,0.55,0.46,0.43,0.4,0.6,0.55,0.43,0.54
arianne.csv,0.71,0.65,0.82,0.44,0.68,0.2,0.17,0.4,0.62,0.52,0.32,0.77,0.58,0.55,0.44,0.53
aztec.csv,0.3,0.59,0.32,0.5,0.67,0.38,0.19,0.45,0.47,0.47,0.41,0.58,0.33,0.52,0.21,0.43
bl-toolkit.csv,0.62,0.53,0.81,0.26,0.69,0.14,0.23,0.4,0.55,0.53,0.3,0.77,0.59,0.39,0.31,0.53
clamav.csv,0.52,0.61,0.43,0.35,0.59,0.09,0.24,0.43,0.5,0.7,0.3,0.68,0.54,0.5,0.39,0.51
gnupdate.csv,0.57,0.58,0.37,0.5,0.67,0.14,0.12,0.31,0.61,0.39,0.62,0.62,0.58,0.47,0.27,0.53
les-indemodables.csv,0.57,0.57,0.79,0.41,0.56,0.13,0.21,0.43,0.53,0.53,0.25,0.42,0.5,0.47,0.41,0.63
mbse.csv,0.46,0.46,0.15,0.16,0.55,0.08,0.25,0.54,0.6,0.47,0.31,0.73,0.6,0.47,0.31,0.27
ns-3-dev-def-routing.csv,0.5,0.45,0.73,0.62,0.68,0.18,0.14,0.4,0.48,0.55,0.31,0.71,0.54,0.56,0.52,0.54
openxava.csv,0.4,0.47,0.18,0.08,0.26,0.08,0.35,0.25,0.54,0.49,0.27,0.66,0.49,0.31,0.29,0.52
phonon-vlc-mplayer.csv,0.5,0.57,0.76,0.7,0.63,0.13,0.15,0.42,0.66,0.47,0.42,0.6,0.61,0.6,0.45,0.55
qgis.csv,0.45,0.65,0.38,0.64,0.53,0.05,0.18,0.0,0.57,0.31,0.0,0.0,0.48,0.53,0.47,0.57
vars-redux.csv,0.53,0.65,0.74,0.42,0.38,0.06,0.28,0.39,0.7,0.55,0.3,0.75,0.58,0.5,0.39,0.56
xapian.csv,0.7,0.62,0.76,0.56,0.69,0.12,0.17,0.4,0.61,0.37,0.36,0.59,0.57,0.55,0.59,0.39
yafdotnet.csv,0.64,0.57,0.18,0.33,0.58,0.09,0.27,0.48,0.6,0.17,0.31,0.49,0.68,0.5,0.37,0.43
