,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,0.56,0.63,0.78,0.34,0.65,0.07,0.11,0.26,0.48,0.37,0.24,0.72,0.48,0.43,0.39,0.43
arcallians.csv,0.51,0.56,0.82,0.5,0.73,0.08,0.08,0.4,0.47,0.47,0.47,0.64,0.48,0.45,0.3,0.39
arianne.csv,0.72,0.49,0.69,0.29,0.52,0.11,0.09,0.25,0.47,0.36,0.19,0.63,0.42,0.39,0.35,0.37
aztec.csv,0.49,0.55,0.77,0.67,0.65,0.25,0.12,0.33,0.5,0.41,0.32,0.74,0.64,0.52,1.0,0.63
bl-toolkit.csv,0.52,0.42,0.9,0.19,0.52,0.07,0.14,0.25,0.43,0.36,0.18,0.63,0.44,0.33,0.2,0.36
clamav.csv,0.54,0.6,0.79,0.26,0.53,0.05,0.15,0.27,0.53,0.7,0.21,0.68,0.55,0.41,0.25,0.57
gnupdate.csv,0.56,0.48,0.8,0.36,0.58,0.08,0.08,0.48,0.47,0.35,0.5,0.69,0.45,0.42,0.21,0.39
les-indemodables.csv,0.54,0.56,0.72,0.35,0.61,0.08,0.12,0.28,0.48,0.56,0.19,0.6,0.54,0.39,0.31,0.58
mbse.csv,0.48,0.48,1.0,0.12,0.48,0.04,0.16,0.44,0.48,0.37,0.21,0.7,0.5,0.39,0.22,0.35
ns-3-dev-def-routing.csv,0.55,0.63,0.75,0.55,0.57,0.1,0.09,0.25,0.47,0.45,0.19,0.63,0.44,0.52,0.47,0.4
openxava.csv,0.49,0.52,1.0,0.08,0.47,0.04,0.23,0.39,0.5,0.39,0.19,0.67,0.51,0.48,0.2,0.59
phonon-vlc-mplayer.csv,0.72,0.56,0.85,0.63,0.79,0.13,0.09,0.27,0.57,0.5,0.28,0.68,0.51,0.54,0.56,0.4
qgis.csv,0.51,0.69,0.61,0.51,0.75,0.06,0.1,0.0,0.49,0.67,0.0,0.0,0.41,0.47,0.36,0.44
vars-redux.csv,0.5,0.65,0.66,0.33,0.52,0.11,0.16,0.25,0.64,0.4,0.18,0.64,0.52,0.43,0.26,0.43
xapian.csv,0.58,0.53,0.7,0.4,0.57,0.07,0.09,0.25,0.44,0.39,0.23,0.68,0.42,0.39,0.5,0.3
yafdotnet.csv,0.57,0.62,0.71,0.27,0.57,0.05,0.18,0.36,0.46,0.5,0.42,0.78,0.68,0.43,0.3,0.63
