,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,0.46,0.45,0.54,0.53,0.62,0.45,0.48,0.37,0.37,0.5,0.54,0.52,0.45,0.42,0.63,0.44
arcallians.csv,0.48,0.45,0.53,0.67,0.6,0.43,0.51,0.66,0.4,0.58,0.94,0.69,0.42,0.48,0.48,0.49
arianne.csv,0.48,0.42,0.42,0.5,0.48,0.55,0.48,0.36,0.37,0.4,0.46,0.38,0.35,0.4,0.61,0.49
aztec.csv,0.84,0.48,0.77,0.98,0.52,0.84,0.38,0.42,0.61,0.48,0.5,0.5,0.97,0.56,0.67,0.63
bl-toolkit.csv,0.41,0.47,0.46,0.65,0.48,0.44,0.36,0.36,0.4,0.39,0.47,0.38,0.36,0.62,0.45,0.48
clamav.csv,0.43,0.4,0.53,0.4,0.37,0.41,0.34,0.36,0.53,0.45,0.38,0.38,0.47,0.37,0.37,0.57
gnupdate.csv,0.5,0.46,0.73,0.54,0.48,0.44,0.43,0.97,0.38,0.54,0.62,0.55,0.4,0.53,0.6,0.47
les-indemodables.csv,0.47,0.43,0.44,0.52,0.53,0.46,0.5,0.38,0.49,0.61,0.47,0.6,0.57,0.4,0.44,0.51
mbse.csv,0.49,0.54,0.75,0.51,0.51,0.46,0.4,0.48,0.4,0.46,0.52,0.43,0.41,0.54,0.53,0.91
ns-3-dev-def-routing.csv,0.64,0.83,0.5,0.86,0.51,0.63,0.9,0.36,0.59,0.45,0.47,0.4,0.43,0.6,0.69,0.53
openxava.csv,0.59,0.51,0.8,0.56,0.88,0.41,0.51,0.97,0.43,0.39,0.38,0.45,0.55,0.78,0.46,0.52
phonon-vlc-mplayer.csv,0.76,0.53,0.5,0.85,0.55,0.96,0.47,0.36,0.4,0.61,0.52,0.49,0.42,0.52,0.78,0.5
qgis.csv,0.71,0.51,0.91,0.7,0.67,0.94,0.51,0.0,0.49,0.83,0.0,0.0,0.48,0.48,0.54,0.53
vars-redux.csv,0.43,0.41,0.42,0.48,0.6,0.89,0.38,0.36,0.39,0.38,0.45,0.37,0.44,0.39,0.38,0.45
xapian.csv,0.46,0.53,0.48,0.64,0.57,0.47,0.52,0.37,0.38,0.72,0.67,0.53,0.38,0.42,0.74,0.69
yafdotnet.csv,0.4,0.41,0.86,0.4,0.3,0.36,0.43,0.36,0.36,0.75,0.92,0.51,0.47,0.36,0.41,0.63
