,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,open-ms.csv
applet2app.csv,0.49,0.63,0.49,0.0,0.32,0.47,0.19,0.47,0.52,0.33
cities3d.csv,0.4,0.31,0.11,0.9,0.1,0.0,0.19,0.37,0.27,0.4
firebird.csv,0.28,0.26,0.0,0.39,0.29,0.34,0.39,0.6,0.55,0.34
hydrogen.csv,0.1,0.23,0.32,0.11,0.21,0.19,0.0,0.14,0.0,0.2
lphant.csv,0.48,0.83,0.75,0.82,0.84,0.62,0.56,0.56,0.0,0.73
open-ms.csv,0.54,0.91,0.63,0.5,0.46,0.61,0.42,0.49,0.21,0.0
qgo.csv,0.38,0.0,0.31,0.29,0.03,0.5,0.19,0.35,0.21,0.39
rhex.csv,0.0,0.63,0.18,0.56,0.19,0.02,0.01,0.0,0.03,0.04
xined.csv,0.05,0.83,0.08,0.64,0.0,0.04,0.09,0.0,0.3,0.04
yield.csv,0.67,0.63,0.68,0.86,0.0,0.89,0.83,0.86,0.58,0.77
