,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,open-ms.csv
applet2app.csv,0.09,0.39,0.54,0.99,0.46,0.08,0.27,0.17,0.47,0.27
cities3d.csv,0.14,0.54,0.74,0.33,0.67,1.0,0.3,0.11,0.25,0.2
firebird.csv,0.12,0.53,1.0,0.45,0.58,0.1,0.11,0.21,0.5,0.24
hydrogen.csv,0.38,0.43,0.6,0.56,0.36,0.19,1.0,0.25,1.0,0.23
lphant.csv,0.2,0.45,0.52,0.36,0.49,0.1,0.19,0.2,1.0,0.22
open-ms.csv,0.14,0.46,0.54,0.36,0.44,0.06,0.11,0.19,0.56,0.99
qgo.csv,0.21,1.0,0.65,0.46,0.85,0.12,0.24,0.29,0.53,0.31
rhex.csv,1.0,0.49,0.67,0.34,0.35,0.46,0.8,1.0,0.0,0.5
xined.csv,0.33,0.44,0.7,0.34,1.0,0.35,0.4,1.0,0.52,0.39
yield.csv,0.16,0.55,0.57,0.38,1.0,0.09,0.16,0.2,0.51,0.22
