,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,0.71,0.6,0.43,0.92,0.76,0.68,0.79,0.42,0.93,0.94,0.82,0.86,0.29,0.2,0.59
grafx2.csv,0.36,0.38,0.43,0.29,0.13,0.41,0.25,0.08,0.49,0.21,0.13,0.68,0.29,0.2,0.31
keyczar.csv,0.03,0.16,0.07,0.29,0.21,0.0,0.2,0.02,0.26,0.38,0.32,0.0,0.0,0.2,0.09
lmms.csv,0.68,0.37,0.26,0.5,0.21,0.32,0.55,0.52,0.48,1.0,0.5,0.55,0.07,0.4,0.53
lufa-lib.csv,0.65,0.47,0.65,0.42,0.97,0.45,0.7,0.98,0.48,0.34,0.66,0.21,0.57,0.47,0.88
netatalk.csv,0.57,0.55,0.53,0.25,0.5,0.71,0.26,0.98,0.38,0.38,0.26,0.81,0.57,0.87,0.62
openmeetings.csv,0.22,0.22,0.18,0.17,0.16,0.48,0.25,0.1,0.43,0.5,0.58,0.65,0.0,0.0,0.19
openxava.csv,0.41,0.21,0.39,0.17,0.11,0.4,0.39,0.35,0.57,0.5,0.5,0.45,0.29,0.33,0.41
pgui.csv,0.02,0.0,0.68,0.88,0.24,0.0,0.0,0.03,0.25,0.92,0.68,0.03,0.71,0.87,1.0
qpe.csv,0.3,0.41,0.32,0.42,0.24,0.49,0.05,0.17,0.41,0.86,0.5,0.68,0.21,0.33,0.19
quickfast.csv,0.82,0.82,0.81,0.96,0.89,0.59,0.61,0.42,0.96,0.97,0.74,0.94,0.71,0.8,0.22
rsyslog.csv,0.49,0.48,0.54,0.33,0.21,0.57,0.12,0.83,0.26,0.55,0.18,0.85,0.29,0.2,0.28
sylpheed-claws.csv,0.95,1.0,0.94,1.0,1.0,0.76,0.29,0.71,0.43,1.0,1.0,1.0,1.0,1.0,1.0
xqilla.csv,0.1,0.29,0.83,0.0,0.0,0.2,0.04,0.01,0.32,0.41,0.26,0.06,0.14,0.33,0.19
yale.csv,0.73,0.66,0.08,1.0,1.0,0.25,0.5,0.19,0.38,0.97,1.0,0.26,0.64,0.6,0.75
